,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AAEL006073,60.40984194,-4.132052938,0.458155158,9.018894295,1.90E-19,2.49E-18
AAEL006075,89.80316085,-0.125242724,0.333561012,0.375471712,0.707309681,0.772160745
AAEL006077,2.373052838,2.973552862,1.712925299,-1.73595011,0.082572656,0.135529084
AAEL006080,74.0543136,-1.802883667,0.362244441,4.976980912,6.46E-07,2.76E-06
AAEL006081,167.2094158,-0.878296275,0.204872917,4.287029678,1.81E-05,6.35E-05
AAEL006087,166.9729139,-0.789357769,0.212642612,3.712133528,0.00020552,0.000615585
AAEL006091,163.6362332,-0.415597896,0.22300226,1.863648811,0.062371038,0.106559463
AAEL006093,0.977625361,2.543790696,2.514694724,-1.011570379,0.311743515,NA
AAEL006094,7.234873584,0.220093567,0.773553449,-0.284522766,0.77600979,0.830726514
AAEL006095,57.38547588,0.266011556,0.318207765,-0.83596815,0.403172821,0.498437588
AAEL006098,224.6855139,0.523816594,0.225015354,-2.327914891,0.019916623,0.039416605
AAEL006102,1572.584197,0.004284643,0.18790388,-0.022802313,0.981807963,0.986999306
AAEL006103,288.1623818,1.451639997,0.36371863,-3.991107073,6.58E-05,0.000213045
AAEL006107,105.7603758,1.942867431,0.258833531,-7.506243206,6.08E-14,5.37E-13
AAEL006109,12.47864846,1.867689358,0.780896339,-2.39172508,0.016769398,0.033921749
AAEL006113,105.284935,0.360129936,0.258548787,-1.392889676,0.163653155,0.239067692
AAEL006114,0.274578068,-1.287848035,4.034956955,0.319172682,0.749595571,NA
AAEL006115,827.4827326,-0.066529342,0.133799261,0.497232508,0.6190251,0.697322451
AAEL006116,101.306839,-0.603116273,0.283642165,2.126327984,0.03347596,0.061875355
AAEL006117,223.1429766,-0.266024971,0.193281812,1.376358016,0.168710819,0.245220224
AAEL006118,175.3581529,0.443916636,0.199944673,-2.220197357,0.026405374,0.050431681
AAEL006120,181.1820551,0.59816529,0.206910089,-2.890943083,0.003840877,0.009048801
AAEL006121,86.89628646,-3.962304625,0.370000718,10.70891064,9.24E-27,1.90E-25
AAEL006122,0.321532689,0.602571454,4.080472857,-0.147671967,0.882601656,NA
AAEL006123,39.73894373,-6.018957631,0.912606698,6.595346763,4.24E-11,2.89E-10
AAEL006124,118.7869572,-0.793067021,0.231920397,3.419565633,0.000627212,0.001743481
AAEL006125,99.99226623,-0.041706886,0.231475058,0.180178746,0.857012244,0.895923421
AAEL006126,2.545510333,-0.119916473,1.305146654,0.091879692,0.926793627,0.947544179
AAEL006128,6.953509407,0.926795875,0.792163406,-1.169955426,0.242018907,0.330040885
AAEL006129,321.6255225,-0.607703403,0.259155801,2.344934592,0.019030418,0.037872928
AAEL006131,96.85867695,0.604476395,0.302276678,-1.999745399,0.045527763,0.080811053
AAEL006132,7.088199945,-5.982754583,1.400560334,4.271686438,1.94E-05,6.79E-05
AAEL006133,343.8895534,0.182889373,0.325302563,-0.562213133,0.573970815,0.65939726
AAEL006134,24.65010447,-0.244371425,0.444008315,0.550375785,0.582061654,0.666452447
AAEL006135,167.2430084,-0.62205661,0.276506985,2.249695821,0.024468261,0.047241442
AAEL006136,198.4569299,0.601855739,0.22461887,-2.679453145,0.007374252,0.016288711
AAEL006137,0.842880237,3.502558597,2.562743339,-1.366722349,0.17171235,NA
AAEL006138,2.975609361,-1.804877304,1.534798578,1.175970144,0.239606807,0.327361417
AAEL006139,260.4576265,-0.002738248,0.214786734,0.012748683,0.989828298,0.992611923
AAEL006140,56.03644891,-2.529966134,0.356002686,7.106592829,1.19E-12,9.37E-12
AAEL006142,12.91074053,-3.884318162,0.910426638,4.26648123,1.99E-05,6.92E-05
AAEL006143,289.7365798,2.071340826,0.367232849,-5.640401817,1.70E-08,8.70E-08
AAEL006144,130.1441787,-0.141010883,0.213932936,0.659135923,0.50980849,0.600517165
AAEL006145,161.4131689,0.037860946,0.214021504,-0.176902534,0.859584948,0.898072863
AAEL006146,28.22626542,-3.37468132,0.591413821,5.706125221,1.16E-08,6.06E-08
AAEL006150,171.8529298,0.121196197,0.206813056,-0.586018113,0.557863343,0.645021069
AAEL006151,13.69745386,-1.209289214,0.642131395,1.883242626,0.059667495,0.102519873
AAEL006154,1.02683288,-0.736034551,2.197077113,0.335006244,0.737620376,NA
AAEL006155,299.2951143,0.725298553,0.213284817,-3.400610338,0.000672356,0.001858568
AAEL006156,15.80016849,0.401859647,0.527548511,-0.761749183,0.446209715,0.541675847
AAEL006157,0,#VALUE!,NA,NA,NA,NA
AAEL006158,1195.131441,0.706743324,0.232279604,-3.042640473,0.002345123,0.005809339
AAEL006159,0.23101455,1.564352133,4.080472857,-0.383375209,0.701441582,NA
AAEL006160,18.52868303,3.528142977,0.654991485,-5.386547855,7.18E-08,3.45E-07
AAEL006161,21.94357258,-0.944027903,0.499369527,1.890439547,0.058699199,0.101093468
