,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AAEL020478,0,#VALUE!,NA,NA,NA,NA
AAEL020479,0.152346134,1.763194883,3.53380296,-0.498951102,0.617813832,NA
AAEL020480,0.535238904,-1.625179243,2.404849939,0.675792371,0.499172479,NA
AAEL020481,0.094136155,0.320525865,3.53380296,-0.090702812,0.927728736,NA
AAEL020482,0.094136155,0.320525865,3.53380296,-0.090702812,0.927728736,NA
AAEL020483,0.720799422,-2.051943034,1.80839729,1.134674911,0.256511553,NA
AAEL020484,0.725102636,-2.057697246,1.777378536,1.157714693,0.246980486,NA
AAEL020485,164.3397227,1.014325726,0.175884325,-5.767004669,8.07E-09,1.07E-07
AAEL020486,3.258867323,-4.226783241,1.370268519,3.084638653,0.002037996,0.008819797
AAEL020487,0,#VALUE!,NA,NA,NA,NA
AAEL020488,35.31205653,-2.906316186,0.452721762,6.419652049,1.37E-10,2.26E-09
AAEL020489,11.53994852,-0.435995012,0.619839729,0.703399591,0.481806761,0.647461528
AAEL020490,0.892248138,0.244576897,1.536684195,-0.159158855,0.87354372,NA
AAEL020491,1.700871048,-3.292959659,1.538747409,2.140026128,0.032352655,0.089339534
AAEL020492,0,#VALUE!,NA,NA,NA,NA
AAEL020493,0,#VALUE!,NA,NA,NA,NA
AAEL020494,0.742132524,-2.08663012,2.325813321,0.897161479,0.369632757,NA
AAEL020495,0,#VALUE!,NA,NA,NA,NA
AAEL020496,3.294310691,0.752397387,0.772750413,-0.973661578,0.3302246,0.501068047
AAEL020497,2.223125554,0.597141392,0.943274047,-0.633051863,0.526699776,0.685589444
AAEL020498,0,#VALUE!,NA,NA,NA,NA
AAEL020499,0.543627337,-0.078897953,1.943296021,0.040600069,0.967614729,NA
AAEL020500,0.280937911,-0.678537502,3.329805349,0.203776927,0.838527824,NA
AAEL020501,0,#VALUE!,NA,NA,NA,NA
AAEL020502,26.15468849,-0.288330279,0.325109583,0.886871055,0.375148327,0.544947249
AAEL020503,3.333799428,-3.232505636,1.324079954,2.441322086,0.014633597,0.046762245
AAEL020504,1.260702189,-0.491614506,1.557473019,0.315648811,0.752269085,0.85455826
AAEL020505,0,#VALUE!,NA,NA,NA,NA
AAEL020506,0,#VALUE!,NA,NA,NA,NA
AAEL020507,3.052898438,-1.526817128,1.12514775,1.356992562,0.174783574,0.321439247
AAEL020508,143.1754311,-1.197990349,0.190667033,6.283154086,3.32E-10,5.24E-09
AAEL020509,0,#VALUE!,NA,NA,NA,NA
AAEL020510,0,#VALUE!,NA,NA,NA,NA
AAEL020511,0.449797387,-1.372817104,1.963051936,0.699327959,0.484347098,NA
AAEL020512,0,#VALUE!,NA,NA,NA,NA
AAEL020513,272.9585269,0.675452655,0.213634081,-3.161727065,0.001568365,0.007050391
AAEL020514,0,#VALUE!,NA,NA,NA,NA
AAEL020515,0.093400878,0.320525865,3.53380296,-0.090702812,0.927728736,NA
AAEL020516,0,#VALUE!,NA,NA,NA,NA
AAEL020517,0,#VALUE!,NA,NA,NA,NA
AAEL020518,0.675900574,-0.673743101,1.864348077,0.361382678,0.717813395,NA
AAEL020519,3.555421579,-1.538340049,1.273073225,1.208367295,0.226906014,0.386209319
AAEL020520,0,#VALUE!,NA,NA,NA,NA
AAEL020521,1.114755886,-1.514538105,2.023087436,0.748627112,0.454081986,0.621660587
AAEL020522,1.004324904,-2.524962696,1.693822136,1.490689395,0.136043062,NA
AAEL020523,0.344790898,-0.996109959,3.512384122,0.28359938,0.776717412,NA
AAEL020524,0.094136155,0.320525865,3.53380296,-0.090702812,0.927728736,NA
AAEL020525,86.25640644,0.832458491,0.403803156,-2.061545284,0.039251048,0.10425376
AAEL020526,0,#VALUE!,NA,NA,NA,NA
AAEL020527,0,#VALUE!,NA,NA,NA,NA
AAEL020528,63.58570006,0.394576069,0.267090368,-1.477312986,0.139591758,0.273844459
AAEL020529,0,#VALUE!,NA,NA,NA,NA
AAEL020530,8.044768694,0.575325714,0.724461675,-0.794142373,0.427112552,0.597150376
AAEL020531,0,#VALUE!,NA,NA,NA,NA
AAEL020532,0.405680859,0.322644558,2.248844049,-0.143471291,0.885917983,NA
AAEL020533,0.084815382,0.320525865,3.53380296,-0.090702812,0.927728736,NA
AAEL020534,0,#VALUE!,NA,NA,NA,NA
AAEL020535,12.42334586,-1.075392905,0.507058177,2.120847179,0.033934665,0.092556504
AAEL020536,5.921098757,-0.532261253,0.659793467,0.806708886,0.419834223,0.590532872
AAEL020537,0,#VALUE!,NA,NA,NA,NA
AAEL020538,0,#VALUE!,NA,NA,NA,NA
AAEL020539,0,#VALUE!,NA,NA,NA,NA
AAEL020540,0.183880886,-0.160366476,3.53380296,0.045380707,0.963803859,NA
AAEL020541,0,#VALUE!,NA,NA,NA,NA
AAEL020542,9.324916834,-0.14578994,0.528197702,0.276013961,0.782537343,0.87597848
AAEL020543,4.554723671,0.308548833,0.680274721,-0.453565044,0.650141918,0.784562836
AAEL020544,0,#VALUE!,NA,NA,NA,NA
AAEL020545,0,#VALUE!,NA,NA,NA,NA
AAEL020546,0,#VALUE!,NA,NA,NA,NA
AAEL020547,29.68371818,-0.382320423,0.320890999,1.191433925,0.233483281,0.394074058
AAEL020548,0.922058331,0.373870909,1.926102228,-0.194107511,0.846091701,NA
AAEL020549,0.454111634,-1.382591557,2.472449709,0.559199062,0.576025874,NA
AAEL020550,7.33936568,-3.485934338,1.118629622,3.116254273,0.001831643,0.008087906
AAEL020551,0,#VALUE!,NA,NA,NA,NA
AAEL020552,0,#VALUE!,NA,NA,NA,NA
AAEL020553,0,#VALUE!,NA,NA,NA,NA
AAEL020554,0,#VALUE!,NA,NA,NA,NA
AAEL020555,0.595128516,-0.392709253,2.400870816,0.163569506,0.870070052,NA
AAEL020556,0.558426705,1.906449706,2.736323609,-0.696719386,0.485978424,NA
AAEL020557,0.172395449,-0.160366476,3.53380296,0.045380707,0.963803859,NA
AAEL020558,0.27249863,2.484065153,3.503824273,-0.708958258,0.478350381,NA
AAEL020559,213.5647566,-1.239817378,0.171643991,7.223191274,5.08E-13,1.09E-11
AAEL020560,0,#VALUE!,NA,NA,NA,NA
AAEL020561,1.158323405,3.304624799,1.463611703,-2.257856228,0.023954624,0.069693006
AAEL020562,0.086197724,0.320525865,3.53380296,-0.090702812,0.927728736,NA
AAEL020563,0,#VALUE!,NA,NA,NA,NA
AAEL020564,0,#VALUE!,NA,NA,NA,NA
AAEL020565,0,#VALUE!,NA,NA,NA,NA
AAEL020566,0,#VALUE!,NA,NA,NA,NA
AAEL020567,0.188733345,1.763194883,3.53380296,-0.498951102,0.617813832,NA
AAEL020568,3.557597782,-2.300670274,1.166339651,1.972555998,0.04854617,0.123894229
AAEL020569,0,#VALUE!,NA,NA,NA,NA
AAEL020570,0.094168118,0.320525865,3.53380296,-0.090702812,0.927728736,NA
AAEL020571,0,#VALUE!,NA,NA,NA,NA
AAEL020572,0.093400878,0.320525865,3.53380296,-0.090702812,0.927728736,NA
AAEL020573,27.63574146,1.389486647,0.373492676,-3.720251389,0.000199025,0.001146638
AAEL020574,0,#VALUE!,NA,NA,NA,NA
AAEL020575,0.551016521,-1.657069015,2.117803116,0.782447151,0.433951833,NA
AAEL020576,0,#VALUE!,NA,NA,NA,NA
AAEL020577,0,#VALUE!,NA,NA,NA,NA
AAEL020578,0,#VALUE!,NA,NA,NA,NA
AAEL020579,0,#VALUE!,NA,NA,NA,NA
AAEL020580,0.507240126,-0.07860398,1.965187844,0.039998202,0.96809456,NA
AAEL020581,0.712181962,-2.038442376,2.021307307,1.008477221,0.313225418,NA
AAEL020582,15.3052078,-0.339893333,0.570579979,0.595697966,0.551377017,0.706274526
AAEL020583,25.49341328,0.124223721,0.321736903,-0.386103426,0.699420072,0.819838522
AAEL020584,0,#VALUE!,NA,NA,NA,NA
AAEL020585,0.304692269,2.6176122,3.489770813,-0.750081406,0.453205677,NA
AAEL020586,0.880224489,-1.099242923,1.687770435,0.651298838,0.514853598,NA
AAEL020587,2.322858852,-3.744968753,1.372822232,2.727934225,0.006373231,0.023505896
AAEL020588,0.82278175,-2.236694762,1.799731968,1.242793261,0.213944026,NA
AAEL020589,0.543198265,-1.641468481,1.771464916,0.926616422,0.354125726,NA
AAEL020590,208.0122655,0.414085965,0.222619832,-1.860058745,0.062877215,0.151038468
AAEL020591,23.47053558,-0.84424999,0.373025589,2.263249534,0.023620311,0.068950834
AAEL020592,10.55869295,-2.666250312,0.758346707,3.515872473,0.000438311,0.002289365
AAEL020593,0.898912012,2.834327606,1.795754723,-1.578348964,0.114485463,NA
AAEL020594,86.12042958,-2.285819726,0.402333684,5.681402822,1.34E-08,1.72E-07
AAEL020595,0,#VALUE!,NA,NA,NA,NA
AAEL020596,0.623731364,-1.848954905,1.833708953,1.00831427,0.313303614,NA
AAEL020597,176.1951335,0.288524715,0.186102885,-1.550350581,0.121057393,0.247918742
AAEL020598,0,#VALUE!,NA,NA,NA,NA
AAEL020599,0,#VALUE!,NA,NA,NA,NA
AAEL020600,0.169630763,-0.160366476,3.53380296,0.045380707,0.963803859,NA
AAEL020601,0,#VALUE!,NA,NA,NA,NA
AAEL020602,0.169630763,-0.160366476,3.53380296,0.045380707,0.963803859,NA
AAEL020603,0.632175756,-1.861779544,2.041950111,0.911765441,0.361892206,NA
AAEL020604,0,#VALUE!,NA,NA,NA,NA
AAEL020605,0.50889229,-1.557150471,3.487401951,0.446507312,0.655230832,NA
AAEL020606,0,#VALUE!,NA,NA,NA,NA
AAEL020607,0,#VALUE!,NA,NA,NA,NA
AAEL020608,1.002440647,-2.52297586,1.722695987,1.464550843,0.143043502,NA
AAEL020609,167.4011258,-1.763362511,0.385158386,4.578278895,4.69E-06,3.80E-05
AAEL020610,0,#VALUE!,NA,NA,NA,NA
AAEL020611,0,#VALUE!,NA,NA,NA,NA
AAEL020612,0.66953317,0.759393199,2.325876307,-0.326497672,0.74404785,NA
AAEL020613,0.265149261,-0.625646334,2.795480522,0.223806365,0.822907977,NA
AAEL020614,57.73874111,-0.732100708,0.297726876,2.458967488,0.013933724,0.044909337
AAEL020615,20.29820557,-2.758272072,0.605183579,4.557744406,5.17E-06,4.14E-05
AAEL020616,0.427474268,0.303786247,2.535840558,-0.119797062,0.90464391,NA
AAEL020617,1.787311624,-3.364188665,1.642492842,2.048221204,0.04053833,0.107188761
AAEL020618,0,#VALUE!,NA,NA,NA,NA
AAEL020619,5.633103622,0.280401411,0.800162567,-0.350430553,0.7260156,0.837880766
AAEL020620,0,#VALUE!,NA,NA,NA,NA
AAEL020621,0,#VALUE!,NA,NA,NA,NA
AAEL020622,0,#VALUE!,NA,NA,NA,NA
AAEL020623,0.467088554,-1.414432193,2.465710004,0.573640935,0.566210805,NA
AAEL020624,0,#VALUE!,NA,NA,NA,NA
AAEL020625,34.31603503,-0.280568276,0.323432725,0.867470277,0.38568439,0.555242776
AAEL020626,1.204004299,-1.664077632,1.563328211,1.06444547,0.287126945,0.456107216
AAEL020627,0,#VALUE!,NA,NA,NA,NA
AAEL020628,0,#VALUE!,NA,NA,NA,NA
AAEL020629,0,#VALUE!,NA,NA,NA,NA
AAEL020630,0.094136155,0.320525865,3.53380296,-0.090702812,0.927728736,NA
AAEL020631,8.843518619,-1.577764333,0.715283462,2.205788916,0.027398783,0.077784809
AAEL020632,0.084815382,0.320525865,3.53380296,-0.090702812,0.927728736,NA
AAEL020633,0,#VALUE!,NA,NA,NA,NA
AAEL020634,34.02179683,-1.107093241,0.305837948,3.619868783,0.000294752,0.001614339
AAEL020635,0,#VALUE!,NA,NA,NA,NA
AAEL020636,1.74189957,-0.377044656,1.413670148,0.266713318,0.789689899,0.880221004
AAEL020637,2.955186373,-0.472190678,0.983674272,0.480027476,0.631207856,0.770444883
AAEL020638,19.57714114,0.001570399,0.380263525,-0.004129765,0.996704934,0.998073631
AAEL020639,0,#VALUE!,NA,NA,NA,NA
AAEL020640,0.603954936,1.293114518,2.053311221,-0.629770346,0.52884485,NA
AAEL020641,0.093400878,0.320525865,3.53380296,-0.090702812,0.927728736,NA
AAEL020642,32.45031256,-1.315193072,0.348544517,3.773386201,0.000161047,0.000950362
AAEL020643,7.737142478,0.626447464,0.745217428,-0.840623743,0.400558753,0.570972397
AAEL020644,0.483940153,-0.057650687,2.172970353,0.026530821,0.978833951,NA
AAEL020645,0,#VALUE!,NA,NA,NA,NA
AAEL020646,0.908071129,-2.381986995,1.745177087,1.364897014,0.172285421,NA
AAEL020647,0.462665166,-1.401209916,2.163668385,0.647608444,0.517238235,NA
AAEL020648,0,#VALUE!,NA,NA,NA,NA
AAEL020649,0,#VALUE!,NA,NA,NA,NA
AAEL020650,1.725147261,-0.480610175,1.301018273,0.36941078,0.711821564,0.828788209
AAEL020651,38.95370915,0.739620478,0.328040573,-2.254661589,0.024154578,0.070174756
AAEL020652,0,#VALUE!,NA,NA,NA,NA
AAEL020653,0,#VALUE!,NA,NA,NA,NA
AAEL020654,126.4726484,-2.023573861,0.313527119,6.454222732,1.09E-10,1.82E-09
AAEL020655,0.245747012,1.282303146,3.395662482,-0.377629742,0.705705667,NA
AAEL020656,0.093400878,0.320525865,3.53380296,-0.090702812,0.927728736,NA
AAEL020657,0.136249315,1.763194883,3.53380296,-0.498951102,0.617813832,NA
AAEL020658,0,#VALUE!,NA,NA,NA,NA
AAEL020659,0,#VALUE!,NA,NA,NA,NA
AAEL020660,6.26387334,0.306226866,0.795331642,-0.385030408,0.700214887,0.820440007
AAEL020661,0.187568996,-0.160366476,3.53380296,0.045380707,0.963803859,NA
AAEL020662,0.458811955,0.318365278,2.194439081,-0.145078203,0.884649128,NA
