,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AAEL000651,94.21979073,0.755637523,0.353699171,2.136384773,0.032648064,0.107237832
AAEL000654,71.48128674,-0.513107221,0.350869778,-1.462386485,0.143635331,0.314362651
AAEL000656,12.42697782,2.036012745,0.647620284,3.143837208,0.001667482,0.010903906
AAEL000658,3.935146347,4.318570483,1.414184649,3.053752906,0.002259981,0.013811618
AAEL000659,4.156185649,-0.539427882,1.016666269,-0.530585009,0.595706386,0.770445528
AAEL000660,4.683236379,-1.65286797,1.058119381,-1.562080801,0.118268955,0.274219817
AAEL000663,13.20837476,-0.98042935,0.643045357,-1.524665933,0.127342443,0.28852249
AAEL000666,14.99870333,0.513581354,0.55826055,0.919967126,0.357589939,0.571366532
AAEL000667,1307.805657,1.703036466,0.284650906,5.982894937,2.19E-09,8.02E-08
AAEL000670,21.11525853,-1.864280711,0.612632536,-3.043065138,0.002341816,0.014193345
AAEL000672,3.616720821,-1.70080678,1.195056477,-1.42320201,0.154677603,0.330255952
AAEL000673,29.43324208,0.405460817,0.43255999,0.937351643,0.348577706,0.561729038
AAEL000674,14.58057824,-4.031882453,0.998405162,-4.038322925,5.38E-05,0.000625095
AAEL000677,25.55674351,-1.817688768,0.510681476,-3.559339536,0.000371789,0.003193437
AAEL000678,18.61887385,3.624465244,0.616238214,5.88159767,4.06E-09,1.40E-07
AAEL000679,76.39514366,-0.603528186,0.328739333,-1.835886754,0.066374407,0.181218126
AAEL000682,18.10418497,2.22082948,0.600985946,3.695310171,0.000219619,0.002056551
AAEL000685,9.577892178,1.452842032,0.680122614,2.136147221,0.032667416,0.107237832
AAEL000687,108.9101044,-1.195890367,0.392337513,-3.048116294,0.002302808,0.014046173
AAEL000689,1.468609089,-0.616252037,1.836160731,-0.335619876,0.737157534,NA
AAEL000692,13.99253288,0.067912264,0.580788492,0.116931147,0.906914616,0.958090505
AAEL000697,1.425439067,-0.564899942,1.683239258,-0.33560288,0.737170352,NA
AAEL000699,1.042286889,-1.363314714,2.062087907,-0.66113317,0.508526915,NA
AAEL000701,25.6354938,-1.248068634,0.485213628,-2.57220441,0.010105321,0.044184478
AAEL000703,4.85832342,-0.220465254,0.939588589,-0.2346402,0.814488005,0.910630794
AAEL000704,2.174095489,2.892900863,1.571236657,1.841161769,0.065597856,NA
AAEL000705,1.530961666,-0.817934594,1.670139879,-0.489740173,0.62431777,NA
AAEL000706,17.98665915,-1.46887962,0.569486962,-2.579303334,0.009899981,0.043493641
AAEL000707,10.61945383,-0.75864584,0.682469355,-1.11161891,0.266302039,0.473011112
AAEL000708,18.81437625,-1.151242974,0.572603556,-2.010541083,0.044373953,0.13589523
AAEL000709,38.49856434,-1.1770724,0.423721455,-2.777939104,0.005470487,0.027241246
AAEL000713,53.79986804,-1.798829263,0.455516195,-3.948990796,7.85E-05,0.000860952
AAEL000714,2.966690099,-0.655653597,1.181846752,-0.554770402,0.579051715,0.758515435
AAEL000716,32.25398637,1.205934687,0.453290749,2.66039995,0.007804791,0.036209357
AAEL000719,6.932634554,1.233863167,0.766612648,1.609500143,0.107507024,0.256993015
AAEL000720,5.755660094,0.249887684,0.860422423,0.290424421,0.771491563,0.886563945
AAEL000721,2.055488573,-0.482687024,1.453137659,-0.332168822,0.739761785,NA
AAEL000722,16.56524211,-0.588443266,0.608236221,-0.96745844,0.333314908,0.546966861
AAEL000724,11.53585958,0.900888968,0.662860696,1.359092453,0.174117294,0.357975416
AAEL000729,2.440769725,-0.906130699,1.305863924,-0.693893661,0.487748899,NA
AAEL000730,4.746620797,0.105459145,1.001026435,0.105351009,0.916097289,0.962727348
AAEL000735,6.05030636,1.242993771,0.87183662,1.4257187,0.153949557,0.330056342
AAEL000744,37.17317689,0.633604486,0.3935188,1.610099659,0.107376101,0.256822111
AAEL000746,480.6040676,-1.85885792,0.402812187,-4.614701294,3.94E-06,6.62E-05
