"","A4","B4","C4","F3","G3","H3"
"AAEL000211",2.65320541999635,1.12132239249738,4.47489503245098,15.6311800077565,6.89100656534705,13.2059969640425
"AAEL000213",2.83546913512662,5.37733405157056,1.22042591794118,12.6946202047553,10.7369470502395,17.7952714527177
"AAEL000214",1.7688036133309,4.11151543915705,1.22042591794118,10.6576227325613,10.5391865117073,7.54628397945284
"AAEL000215",1.17920240888727,2.24264478499475,2.44085183588235,11.0128768236466,4.05353327373356,4.71642748715803
"AAEL000216",0,0,0,0,0,0
"AAEL000217",1.17920240888727,5.23283820542856,6.50893822901961,9.94711490564461,13.7820127253408,15.0925679589057
"AAEL000219",37.5012352699237,73.6335037739944,34.4388849221125,232.930147976237,184.84111728225,308.996719465879
"AAEL000221",20.0016857976573,18.0188737710149,32.6856645769226,20.2975540439475,22.4362397868162,27.7895642953921
"AAEL000223",994.952032498633,648.871891125149,946.643703683039,534.302152992405,834.217147734366,592.383292387048
"AAEL000224",0,0,0,0,0,0
"AAEL000226",4.12720843110544,4.85906370082197,5.69532095039216,15.2759259166712,10.5391865117073,12.7343542153267
"AAEL000227",70.1625433287925,83.7254053064708,65.0893822901961,7.46033591279289,13.7820131306941,17.9224244512005
"AAEL000229",0,0,0,1.4210163643415,0,0
"AAEL000230",4.12720843110544,4.11151543915705,4.06808639313726,9.59186045930514,15.4034264401875,15.5642107076215
"AAEL000231",7.07521445332361,14.9509652332984,10.1702159828431,29.8413436511715,23.915846315028,29.2418504203798
"AAEL000234",26.8268548021854,45.518711146145,29.697030669902,99.3827899036572,101.408850350995,130.645041394277
"AAEL000235",3.24280662443999,3.44570036668127,4.06808639313726,7.19343742195545,10.0633150820307,7.07464123073704
"AAEL000236",0,0,0,0,0,0
"AAEL000238",0,0,0,0,0,0
"AAEL000239",0,0,0,0,0,0.471642748715803
"AAEL000240",11.7920240888727,14.2034169716334,12.6110678187255,39.7884582015621,29.590792898255,34.9015634049694
"AAEL000241",3.5376072266618,3.36396717749213,0.813617278627451,12.7891472790735,9.72847985696054,11.3194259691793
"AAEL000242",0.589601204443634,1.12132201872325,0,0.355254091085376,0.810706249393384,0.943285497431605
"AAEL000243",0,0,0,0,0,0
"AAEL000244",10.5512628922325,25.7904150274397,12.3441085989659,68.3253212641613,56.3441125048965,82.9384047169533
"AAEL000245",28.5956584155163,28.7806080740994,23.5949010801961,61.45895775777,66.072592361857,52.8239878561699
"AAEL000246",0.294800602221817,0,0,0,0,0
"AAEL000247",0,0,0,0.355254091085376,0,0
"AAEL000248",11.202422884429,4.48528956998951,4.06808639313726,30.9071059244277,13.7820131306941,20.2806381947795
"AAEL000249",0,0.373774130832459,0.406808639313726,1.4210163643415,1.21605998212007,0.471642748715803
"AAEL000250",0,0,0,0.355254091085376,0,0
"AAEL000251",0.294800602221817,0,0,0,0,0
"AAEL000252",0,0,0,0,0,0
"AAEL000254",0.294800602221817,0,0,0,0,0
"AAEL000255",0,1.12132239249738,0.406808639313726,0,0.405353327373356,0.471642748715803
"AAEL000256",0.589601204443634,1.12132239249738,2.84766047519608,1.4210163643415,0.405353327373356,3.30149924101062
"AAEL000257",0.589601204443634,1.49509652332984,2.03404319656863,5.68406545736601,6.89100656534705,2.82985649229482
"AAEL000258",18.5724379399745,17.941158279958,28.4766047519608,11.7233850058174,10.1338331843339,6.13135573330543
"AAEL000260",0.294800602221817,0,0.813617278627451,1.4210163643415,1.21605998212007,0.471642748715803
"AAEL000261",0.294800602221817,0.373774130832459,2.84766047519608,1.4210163643415,0.405353327373356,1.41492824614741
"AAEL000263",0,0.373774130832459,0,0,0,0.471642748715803
"AAEL000265",3.45504566480417,4.97231053452985,2.53256765723291,14.0120693439226,15.4298656109654,13.0391698491805
"AAEL000266",0,0,0,0,0,0
"AAEL000267",0.294800602221817,0.373774130832459,0.406808639313726,1.4210163643415,0.405353327373356,0.943285497431605
"AAEL000268",0,0,0,0,0,0
"AAEL000269",163.319533630887,225.759575022805,167.605159397255,362.003918815998,348.198508213713,354.203704285568
"AAEL000270",20.6360421555272,38.8725096065758,34.1719257023529,92.0108095911123,85.5295520757781,86.7822657637077
"AAEL000271",338.431091350646,309.858754833883,466.202701060338,371.951033366388,314.554182041724,279.212507239755
"AAEL000272",1.7688036133309,1.8688706541623,1.36105803731737,8.88135227713439,9.42774579126228,12.8957720595037
"AAEL000275",18.2776373377527,43.7315733073977,28.8834133912745,78.8664082209534,66.4779456892304,79.2359817842548
"AAEL000276",5.01161023777089,7.10170848581672,5.28851231107843,17.052196372098,18.646252653821,14.1492819898313
"AAEL000278",12.97122649776,10.0919015324764,15.0519196546078,45.4725236589281,65.6672390344836,81.5941955278338
"AAEL000279",3.24280662443999,3.36396717749213,5.28851231107843,14.5654177345004,16.2141330949342,16.5074962050531
"AAEL000281",0.987427541927523,0,0,3.56974551123093,0,4.73926867383558
"AAEL000282",0.884401806665451,1.49509652332984,0.813617278627451,1.06576227325613,2.02676663686678,2.82985649229482
"AAEL000283",0,0,0,0,0,0
"AAEL000284",2.35840481777454,4.48528956998951,2.03404319656863,15.2759259166712,12.9713064759474,14.1492824614741
"AAEL000285",0,0.373774130832459,0,0,0,0
"AAEL000287",0.589601204443634,2.24264478499475,0.406808639313726,2.842032728683,1.21605998212007,3.30149924101062
"AAEL000288",0,0.747548261664918,0.406808639313726,1.4210163643415,1.21605998212007,0.943285497431605
"AAEL000289",2.06360421555272,3.73774130832459,2.84766047519608,9.59186045930514,7.2963598927204,6.60299848202124
"AAEL000290",3.5376072266618,7.10170848581672,2.44085183588235,17.4074504631834,12.565953148574,14.6209252101899
"AAEL000291",326.639067261773,291.543822049318,449.523546441667,770.190869473094,534.255685478083,698.031268099388
"AAEL000292",0,0,0,2.48677863759763,3.24282661898685,1.41492824614741
"AAEL000293",35.0812716643962,32.8921235132564,45.969376242451,43.3409991124158,81.4760188020445,71.689697804802
"AAEL000294",170.77211024829,304.138895663914,170.3611040511,165.035992563107,148.738231975244,171.844787647414
"AAEL000297",3.5376072266618,4.85906370082197,3.9274546805697,21.6704995562079,18.1362804701259,18.7042921044551
"AAEL000298",0.294800602221817,0,0,0,0.405353327373356,0.471642748715803
"AAEL000299",0.884401806665451,1.8688706541623,0.813617278627451,3.55254091085376,6.48565323797369,4.24478473844222
"AAEL000301",7.07521445332361,5.60661196248689,6.50893822901961,32.3281222887692,25.1319062971481,18.8657099486321
"AAEL000304",0.589601204443634,0.747548261664918,1.6272345572549,26.9993109224885,25.5372596245214,47.6359176202961
"AAEL000305",0.294800602221817,0.747548261664918,0,1.4210163643415,0,1.41492824614741
"AAEL000308",0,0,0,0,0,0
"AAEL000311",0,0,0,0,0.810706249393384,0
"AAEL000312",0,0,0,0,0,0
"AAEL000314",39.2084800955017,48.5906370082197,53.291931750098,12.4338931879881,18.6462530591744,15.5642107076215
"AAEL000315",3.5376072266618,3.73774130832459,3.66127775382353,6.03931954845138,10.1338331843339,7.54628397945284
"AAEL000316",0.589601204443634,0.373774130832459,0,1.06576227325613,2.02676663686678,1.41492824614741
"AAEL000320",0,0,0,0,0,0
"AAEL000322",0.589601204443634,0.373774130832459,0.813617278627451,2.842032728683,2.02676663686678,0.943285497431605
"AAEL000323",0,0,0,0.710508182170751,0,0.943285497431605
"AAEL000324",0,0,0,0,0.405353327373356,0
"AAEL000326",0,0,0,0,0,0
"AAEL000327",0,0.373774130832459,0.406808639313726,0,0,0
"AAEL000328",44.5148909354944,109.515820707685,61.0212958970588,274.966666500081,228.619276638573,324.018567896114
"AAEL000329",0,0,0,0,0,0
"AAEL000330",5.89601204443634,7.47548261664918,7.72936414696078,23.8020241027202,21.0783730234145,14.1492824614741
"AAEL000332",1.7688036133309,3.73774130832459,1.22042591794118,11.368130914732,9.32312652958719,9.90449772303185
"AAEL000334",0,0,0,0,0,0
"AAEL000335",0,0,0,0,0,0.471642748715803
"AAEL000336",0,0,0,0,0,0
"AAEL000337",0.884401806665451,2.24264478499475,2.03404319656863,4.61830318410988,3.24282661898685,6.13135573330543
"AAEL000338",0,0,0,0,0,0
"AAEL000340",0.294800602221817,0.747548261664918,0,0.355254091085376,0,0
"AAEL000341",0,0,0,0,0,0
"AAEL000342",0.884401806665451,0.373774130832459,0.813617278627451,0.710508182170751,2.43211996424013,2.82985649229482
"AAEL000343",5.01161023777089,10.4656756633089,9.76340734352941,25.9335486492324,23.915846315028,32.5433496613904
"AAEL000344",0,0,0,0,0,0
"AAEL000348",5.01161023777089,2.61641891582721,3.2544691145098,17.7627045542688,32.4282661898685,19.2134851622527
"AAEL000351",0,0,0,0,0,0
"AAEL000354",0,0,0,0,0,0.471642748715803
"AAEL000356",0,0.373774130832459,0,0,0,0
"AAEL000357",0,0,0,0,0,0
"AAEL000359",0,0,0,0,0,0
"AAEL000360",0,0.373774130832459,1.22042591794118,0.355254091085376,2.43211996424013,3.89700952482165
"AAEL000362",16.5088337244218,11.5869980558062,10.6685793472863,3.90779500193913,4.05353327373356,4.24478473844222
"AAEL000370",2.06360421555272,6.72793435498426,1.22042591794118,104.4447027791,86.7456120578981,121.212186419961
"AAEL000372",7.66481565776724,15.6985134949633,6.50893822901961,23.4467700116348,41.7513927194557,38.20306264598
"AAEL000377",0,0,0,0,0,0
"AAEL000378",3.83240782888362,5.23283783165443,5.28851231107843,24.5125322848909,21.4837263507879,21.6955664409269
"AAEL000379",0,0,0,0,0,0
"AAEL000382",0,0,0,0,0,0
"AAEL000383",0.294800602221817,1.49509652332984,1.6272345572549,1.77627045542688,2.83747329161349,6.13135573330543
"AAEL000384",0,0,0,0,0,0
"AAEL000385",2.35840481777454,1.49509652332984,2.03404319656863,4.26304909302451,5.67494658322698,8.01792672816864
"AAEL000386",6.48561324887998,8.97057913997902,7.32255550764706,24.8677863759763,29.9961462256283,36.7881343998326
"AAEL000387",0,0,0,0,0.405353327373356,0
"AAEL000388",7.66481565776724,9.71812740164394,10.1702159828431,62.8799741221115,41.7513927194557,46.6926321228645
"AAEL000394",5.30641083999271,5.98038609331935,7.32255550764706,19.1837209186103,16.6194864223076,12.2627114666109
"AAEL000395",12.3816252933163,53.4497007090417,26.4425615553922,11.368130914732,12.565953148574,13.6776397127583
"AAEL000396",0.294800602221817,1.8688706541623,1.22042591794118,2.13152454651225,0.405353327373356,2.35821374357901
"AAEL000397",0,0,0,0,0,0
"AAEL000399",0,0,0,0,0,0
"AAEL000401",0.294800602221817,0.373774130832459,0,0,0.405353327373356,0
"AAEL000403",0,0,0,0.710508182170751,0.810706654746712,1.41492824614741
"AAEL000404",0.213040603201618,1.07895285212273,0.587419064101201,3.76277175585989,2.90016361581174,2.34250568183303
"AAEL000405",1.17920240888727,0.747548261664918,2.03404319656863,6.03931954845138,3.24282661898685,6.13135573330543
"AAEL000406",4.42200903332726,7.47548261664918,9.35659870421569,35.1701550174522,24.7265529697747,32.0717069126746
"AAEL000407",21.8152445644145,12.7083204483036,14.2383023759804,57.9064168469162,53.506639213283,66.973270317644
"AAEL000408",2.63041762824521,1.49509652332984,5.6780706368507,15.6214485324394,11.349893166454,15.0707271264982
"AAEL000410",52.1797065932616,47.8430887465548,54.1055490287255,141.746382343065,120.389938229887,123.098757414824
"AAEL000411",0.317588393972961,0.373774130832459,0.424058952855185,0.364985566402477,0.810706654746712,0.965126329839136
"AAEL000412",29.7748608244035,22.0526737191151,33.3583084237255,72.1165804903312,51.8852259037895,56.1254870971805
"AAEL000414",0,0,0,0,0,0
"AAEL000415",0.884401806665451,0.747548261664918,0.406808639313726,87.037252315917,72.1528922724573,87.7255512611393
"AAEL000416",0.589601204443634,0.747548261664918,0.813617278627451,7.10508182170751,1.62141330949342,3.77314198972642
"AAEL000417",56.3069150243671,88.5844690072928,52.8851231107843,122.562661424455,120.38993863524,113.665901968866
"AAEL000418",4.71680963554907,11.2132239249738,5.69532095039216,15.2759259166712,14.1873664580675,18.8657099486321
"AAEL000419",0,0,0,0.355254091085376,0,0
"AAEL000420",0,0,0.813617278627451,0,0,0
"AAEL000421",0,0,0,0.355254091085376,2.43211996424013,0
"AAEL000422",1.17920240888727,2.99019304665967,2.03404319656863,10.3023686414759,4.45888660110691,4.71642748715803
"AAEL000424",56.3069150243671,68.7744400731725,60.2076786184314,71.4060723081605,72.1528922724573,80.1792672816864
"AAEL000425",2.35840481777454,1.8688706541623,2.84766047519608,3.55254091085376,5.67494658322698,3.30149924101062
"AAEL000427",20.6360421555272,34.7609941674187,44.3421416851961,47.248794114355,47.4141296551088,58.9553435894753
"AAEL000428",68.0989391132397,100.545241193932,115.940462204412,34.8149009263668,42.9674527015757,52.8239878561699
"AAEL000429",0,0.747548261664918,0,0.355254091085376,0.810706654746712,1.88657099486321
"AAEL000431",8.54921746443269,17.1936100182931,7.72936414696078,50.8013350252087,32.8336195172418,32.0717069126746
"AAEL000432",0,0,0,0,0,0
"AAEL000433",0,0.373774130832459,0.406808639313726,1.4210163643415,0.810706654746712,0.943285497431605
"AAEL000434",0.884401806665451,1.12132239249738,2.03404319656863,9.94711455039052,7.2963598927204,12.7343542153267
"AAEL000435",1.7688036133309,2.24264478499475,2.44085183588235,16.6969422810127,10.9445398390806,13.2059969640425
"AAEL000436",5.60121144221452,7.10170848581672,6.10212958970588,23.4467700116348,18.6462530591744,17.4507817024847
"AAEL000438",3.5376072266618,1.49509652332984,4.06808639313726,5.68406545736601,2.02676663686678,8.48956947688445
"AAEL000439",0.589601204443634,2.24264478499475,1.22042591794118,2.842032728683,1.62141330949342,1.41492824614741
"AAEL000440",13.8556283044254,14.5771911024659,8.13617278627451,11.7233850058174,18.6462530591744,20.2806381947795
"AAEL000441",0.294800602221817,1.12132239249738,1.6272345572549,1.77627045542688,0.810706654746712,0.943285497431605
"AAEL000442",0,0,0,0,0.405353327373356,0
"AAEL000444",8.25441686221088,11.2132239249738,10.9838332614706,46.8935400232696,40.1299794099622,49.0508458664435
"AAEL000445",0.731105493510106,0,0,0.881030145891731,0,0
"AAEL000448",6.48561295407937,5.2328374578803,8.54298142558824,17.0521960168439,5.67494658322698,16.0358534563373
"AAEL000449",3.27053497948377,2.63585703950116,3.30135869189438,0.358163977345456,2.45907028556388,1.43263560150519
"AAEL000450",15.0348307133127,29.1543822049318,24.0017097195098,41.9199827480743,35.6710928088553,56.5971298458963
"AAEL000451",13.8556283044254,10.0919015324764,17.0859628511765,29.1308354690008,35.265739481482,31.128421415243
"AAEL000452",2.94800602221817,2.99019304665967,3.2544691145098,15.2759259166712,13.3766598033207,11.3194259691793
"AAEL000454",31.5436644377344,49.3381852698846,34.5787343416667,84.5504736783194,110.661458372926,74.5195542970968
"AAEL000455",0.294800602221817,0,0,0.355254091085376,0,0
"AAEL000457",0,0,0,0,0,0
"AAEL000458",98.1686002450645,86.3418242222981,97.2272643891718,169.81145553881,165.789510895703,143.379395609604
"AAEL000459",76.0585553732288,87.089372483963,82.1753451413726,74.9586132190142,71.747538945084,74.9911970458126
"AAEL000460",1.82757122898201,4.63431107330763,2.88115099642758,15.6593235921064,10.2591461387247,11.9793668972496
"AAEL000461",30.6592623362684,21.6788995882826,33.7651170630392,17.052196372098,16.6194864223076,16.5074962050531
"AAEL000462",0,0,0,0,0,0
"AAEL000463",0,0,0,0,0,0.471642748715803
"AAEL000464",0,0,0,0.355254091085376,0.405353327373356,0.471642748715803
"AAEL000465",1.17920240888727,1.8688706541623,2.84766047519608,4.26304909302451,2.43211996424013,4.24478473844222
"AAEL000467",9.72841987331996,5.98038609331935,6.10212958970588,25.9335486492324,21.8890796781612,16.5074962050531
"AAEL000468",6.19081264665816,7.84925674748164,12.2042591794118,26.9993109224885,34.8603861541086,35.844848902401
"AAEL000469",5.01161023777089,10.4656756633089,13.0178764580392,18.1179586453542,17.4301930770543,22.6388519383585
