"","A4","B4","C4","F3","G3","H3"
"AAEL000980",3,3,0,1,3,3
"AAEL000981",5,3,3,9,19,20
"AAEL000982",17,24,13,73,70,58
"AAEL000983",56,35,39,128.000001,90,95
"AAEL000984",0,0,0,1.342016,0,2
"AAEL000985",9,11,9.999999,19,10,19.000001
"AAEL000986",177,152,94,196,204,127
"AAEL000987",8783,6155,7105,7229,5436,4238
"AAEL000993",30,26,30,61,48,36
"AAEL000994",27,25,45,70,81,92
"AAEL000996",2,9,5,33,21,17
"AAEL000997",0,0,0,0,0,0.166667
"AAEL000999",4,0,2,10,9,8
"AAEL001000",11,7,6,21,31,16
"AAEL001001",1,2,0,11,13,13
"AAEL001005",993,358,345,3897,3550,1996
"AAEL001007",10,9,1,21,17,24
"AAEL001008",9,7,1,15,10,15
"AAEL001009",12,24,27,35,26,27
"AAEL001010",0,0,0,0,0,0
"AAEL001014",24,17,13,52,54,40
"AAEL001015",0,0,0,0,0,0
"AAEL001016",2.338381,4,2.33838,31.568137,15.199473,29.492866
"AAEL001020",219,91,78,123,114,90
"AAEL001022",372,384,257,1681,1904,1323
"AAEL001024",4,9,5,26,18,11
"AAEL001029",7,7,10,40,37,36
"AAEL001030",52,45,24,105,109,72
"AAEL001031",0,0,0,0,0,0
"AAEL001032",8,12,4,28,29,17
"AAEL001033",14,8,5,32,24,34
"AAEL001036",14,12,17,28,33,26
"AAEL001037",13,24,22,90,86,52
"AAEL001038",4,6,7,17,16,14
"AAEL001039",11,8,13,85,32,38
"AAEL001041",52,79,52,207,185,197.999999
"AAEL001044",51,72,74,147,84,101
"AAEL001046",7,5,5,14,4,10
"AAEL001047",24,36,11,5,4,6
"AAEL001048",21,19,18,263,175,151
"AAEL001050",0,0,0,0,0,0
"AAEL001052",116,96,53,310,179,125
"AAEL001054",25,20,10,155,129,81
"AAEL001057",0,0,0,0,0,0
"AAEL001059",0,0,0,0,1,6
"AAEL001060",5,4,4,3,4,5
"AAEL001061",46,28,60,4199.9984,3707.995447,2907.993823
"AAEL001062",4,25,5,116,32,50
"AAEL001063",0,0,0,0,0,0
"AAEL001065",52,15,11,84,52,69
"AAEL001067",0,0,0,0,0,0
"AAEL001068",0,0,0,50,37,38
"AAEL001071",6,3,9,8,7,8
"AAEL001073",0,0,0,2,0,2
"AAEL001074",0,0,0,0,0,0
"AAEL001076",0,0,0,0,0,1.999999
"AAEL001077",1,0,1,7,1,3
"AAEL001080",5,2,2,17,15,12
"AAEL001082",1,2,1,15,8,11
"AAEL001084",1,3,2,10,3,7
"AAEL001085",0,0,14,65.811555,35.937909,26.999669
"AAEL001086",1,2,2,5,3,4
"AAEL001087",1,0,0,0,2,2
"AAEL001088",21,25,20,30,36,46
"AAEL001089",6,9,0,0.188445,9.062091,0.000331
"AAEL001090",1,0,0,3,0,2
"AAEL001091",11,17,9,134,107,202
"AAEL001092",66,69,61,299,219,239
"AAEL001094",2,7,1,12,7,9.83687
"AAEL001095",1,1,0,13,6,7
"AAEL001096",0,0,0,0,0,0
"AAEL001098",3,4,8,8,1,3
"AAEL001099",7,1,5,13,12,7
"AAEL001100",1518,612,1216,181,451,263
"AAEL001101",46.967632,47.705554,53,224.663761,148.817961,99.909493
"AAEL001102",55,48,32,90,81,49
"AAEL001103",24,41,19,84,71,69
"AAEL001104",60,85,82,311,284,276
"AAEL001105",28,22,10,45,46,33
"AAEL001106",21.7856,6.203287,8.724325,6,9,6.906517
"AAEL001109",58,40,40,154,115,95
"AAEL001112",41,42,43,75,54,61
"AAEL001113",1047,1535,1608,1521,1150,2053
"AAEL001114",12,22,13,95,76,70
"AAEL001116",24,13.548472,12.482137,12.519349,10.451105,16.632897
"AAEL001118",0,0,0,0,0,0
"AAEL001119",7,3,7,22,14,13
"AAEL001123",0,0,0,0,0,0
"AAEL001124",19,11,15,10,19,16
"AAEL001126",30,32,46,104.999999,59,71
"AAEL001127",0,0,1,2,0,0
"AAEL001128",13,6,4,0,1,2
"AAEL001129",3,9,6,22,20,21
"AAEL001130",0,0,0,0,0,0
"AAEL001131",1.032368,2.294446,0,10.336239,6.182039,3.090507
"AAEL001132",5,2,0,10,12,14
"AAEL001134",32,29,10,238,283,138
"AAEL001137",0,0,0,0,0,0
"AAEL001139",0,0,0,1,0,0
"AAEL001140",0,0,0,0,0,0
"AAEL001141",14,19,11,20,28,41
"AAEL001142",1,6,0,9,8,6
"AAEL001143",0,0,1,0,0,0
"AAEL001144",24,23,35,57,40,38
"AAEL001146",16,8,2,16,7,23
"AAEL001148",0,0,0,0,0,0
"AAEL001151",46,58,33,246,176,197
"AAEL001152",1,2,2,9,8,5
"AAEL001154",58,68,84,259,163,182
"AAEL001155",6,6,4,8,5,7
"AAEL001156",0,1,0,0,0,0
"AAEL001159",78,135,66,123,130,118
"AAEL001162",0,2.584712,1,12.924244,12,10
"AAEL001163",0,0,1.282488,0,0,0
"AAEL001164",346,281,263,410,371,275
"AAEL001166",17,16,14,54,58,49
"AAEL001167",4,1,2,10,1,7
"AAEL001168",0,0.999999,0,0,0,1
"AAEL001169",9,18,12,66,51,34
"AAEL001170",8,13,4,22,24,12
"AAEL001171",5,14,8,39,39,17
"AAEL001172",6,1,3,8.550203,11,10
"AAEL001173",9,15,17,35.449797,36,28
"AAEL001175",1,3,1,8,5,9
"AAEL001176",19.149215,3.629778,16.460589,14.886118,4.787261,11
"AAEL001177",40,22,25,103,101,61
"AAEL001178",0,0,0,0,0,0
"AAEL001181",0,0,0,0,0,0
"AAEL001182",14.999975,20.999963,12.999978,69.99999,57.999741,40.999834
"AAEL001183",5,15,6,20,14,15
"AAEL001184",0,0,0,3,2,1
"AAEL001185",8,8,16,24,14,16
"AAEL001187",21,33,26,74,49,53
"AAEL001188",29,35,31,53,42,45
"AAEL001189",0,0,0,0,0,0
"AAEL001190",135,151,118,290,258,211
"AAEL001191",9,16,15,28,30,21
"AAEL001192",0,3,1,8,6,5
"AAEL001194",39,47,22,131,135,177
"AAEL001195",0,0,0,0,0,0
"AAEL001196",0,0,0,0,0,0
"AAEL001198",40,57,40,55,48,34
"AAEL001199",4.391237,2.631173,1.754856,15.504471,4.307251,14.674702
"AAEL001200",0,3,2,23,17,13
"AAEL001201",4,13,11,32,27,19
"AAEL001202",11,8,12,39,28,23
"AAEL001203",2,0,1,1,1,0
"AAEL001204",56,51,29,26,23,26
"AAEL001205",79,86,99,136,161,125
"AAEL001206",134,125.999999,63,432,267,254
"AAEL001207",5,10,10,54,38,30
"AAEL001208",0,0,0,0,0,0
"AAEL001209",89,181.999999,109,1780,1142,1481
"AAEL001210",148,114,121,282,262,201
"AAEL001211",17,12,11,32,29,29
"AAEL001212",0,0,0,1,0,0
"AAEL001215",31,29,27,37,28,41
"AAEL001216",47,66,37,180,178,180
"AAEL001218",46,56,41,197,97,105
"AAEL001219",0,0,0,0,0,0
"AAEL001220",28,30,16,39,52,48
"AAEL001221",1,2,1,1,2,1
"AAEL001223",0,0,0,1,0,0
"AAEL001224",0,0,0,0,0,0
"AAEL001227",0,0,0,0,0,0
"AAEL001228",0,0,0,0,0,0
"AAEL001229",0,0,0,0,0,0
"AAEL001231",0,0,1,0,0,0
"AAEL001232",0,2,0,11,10,9
"AAEL001233",0,0,0,0,1,1
"AAEL001235",56,58,40,36,58,33
"AAEL001236",85,77,64,233,226,182
"AAEL001237",0,0,0,0,0,0
"AAEL001238",1,4,2,15,21,8
"AAEL001240",0,0,0,0,0,0
"AAEL001241",1,1,0,33,31,26
"AAEL001242",4,9,7,10,16,14
"AAEL001243",6,13,19,0,0,2
"AAEL001244",24,34,15,84,58,69
"AAEL001245",12.000001,18,21,38,19,18.999999
"AAEL001246",1,4,2,27,13,12
"AAEL001247",87,119,59,243,217,207
"AAEL001248",0,0,0,0,0,0
"AAEL001249",6,4,5,15,17,11
"AAEL001250",12,7,2,36,31,20
"AAEL001252",7,25,15,45,28,37
"AAEL001254",21,29,14,45,28,39
"AAEL001255",21,37,28,59,61,58
"AAEL001256",0,0,0,0,0,0
"AAEL001257",0,7,2,4,2,5
"AAEL001258",0,0,0,0,0,0
"AAEL001260",3,6,3,15,11,12
"AAEL001261",2,2,6,31,21,24
"AAEL001263",0,0,0,0,0,0
"AAEL001267",0,0,0,0,0,0
"AAEL001268",0,0,0,0,0,2
"AAEL001270",3,4,4,16,14,12
"AAEL001271",0,0,3,21,8,13
"AAEL001273",57,85,100,291,256,245
"AAEL001275",168,120,221,813,717,705
"AAEL001277",6,4,6,15.06556,10.066381,10
"AAEL001278",0,0,0,1,0,0
"AAEL001281",0,0,1,41,51,60.999999
"AAEL001286",0,0,0,0,0,0
"AAEL001287",0,0,0,0,0,0
"AAEL001289",0,0,0,13.913565,10.244024,11.942838
"AAEL001290",0,0,0,0,0,0
"AAEL001292",0,0,0,0,0,0
"AAEL001293",292,248,215,20,34,24
"AAEL001294",0,0,1,2,0,1
"AAEL001295",2,8,0,7,4,3
"AAEL001299",0,0,0,2,1,1
"AAEL001300",11,17,4,23,17,16
"AAEL001301",860,453,481,56,120,45
"AAEL001304",27,42,36,27.000002,39,50.999999
"AAEL001305",0,0,0,0,1,0
"AAEL001306",1,0,0,1,0,0
"AAEL001307",44,22,29,60,61,51
"AAEL001308",0,0,0,2,0,0
"AAEL001309",0,0,0,0,0,0
"AAEL001312",34,34,24,1472,1161,789
"AAEL001313",0,0,2,1,0,0
"AAEL001314",53,46,28,176,123,134
"AAEL001315",1,5,10,13,14,13
"AAEL001316",0,0,0,0,0,0
"AAEL001317",14,17,15,53,50,32
"AAEL001318",0,0,0,0,0,1
"AAEL001319",0,0,0,0,0,0
"AAEL001320",0,0,0,1.127005,0,2.310196
"AAEL001321",8,7,8,15,11,9
"AAEL001323",0,0,0,2,1,0
"AAEL001324",4,7,5,25,31,20
"AAEL001325",0,0,0,1.573004,1,0
"AAEL001326",4,1,2,2,8,3
"AAEL001328",1,1,3,5,5,5
"AAEL001329",45,47,70,105,81,61
"AAEL001330",0,0,0,0,0,1
"AAEL001331",102,96,49,304,229,185
"AAEL001332",10,11,12,34,29,23
"AAEL001333",0,0,0,0,0,0
"AAEL001334",10.246009,15.637957,6.105115,36.485915,23.735431,9.546213
"AAEL001336",86,84,63,262,206,216
"AAEL001339",36,30,36,88,63,52
"AAEL001340",1,2,4,10,6,8
"AAEL001341",6.060538,14.575803,9.733325,44.439396,26.214205,29.673955
"AAEL001342",0,0,0,2.742173,3,3
"AAEL001343",1,1,0,0,1,0
"AAEL001344",0,0,0,4,1,1
"AAEL001345",0,0,0,0,0,0
"AAEL001346",0,0,0,0,0,0
"AAEL001349",0,0,0,0,0,0
"AAEL001350",1,2,9,37,32,28
"AAEL001351",0,0,0,3,2,3
"AAEL001352",56,72,65,294,259,276
"AAEL001354",97.753991,80.362043,53.894885,128.514085,109.264569,85.453787
"AAEL001355",1,0,1,3,1,3
"AAEL001356",163.939461,147.424198,97.266675,641.560604,498.785795,472.326045
"AAEL001357",0,0,0,0,0,2
"AAEL001358",4,6,4,8,6,9
"AAEL001359",11,13,7,17,20,11
"AAEL001360",13,24,11,60,36,41
"AAEL001361",13,13,8,30,24,20
"AAEL001363",31,31,26,64,38,41
"AAEL001364",0,0,0,0,0,0
"AAEL001366",13,8,8,29,29,24
"AAEL001367",2,0,1,6,6.000001,8
"AAEL001368",0,2,1,8,2,7
"AAEL001370",0,3,0,0,0,0
"AAEL001371",10,2,11,45,34,40
"AAEL001372",17,13,5.999999,50,30.999999,31.999999
"AAEL001373",0,0,1,0,2,0
"AAEL001374",0,0,0,0,0,0
"AAEL001378",7,5,9,33,34,15
"AAEL001379",44.470256,55.344932,53.602637,111.234201,96.724611,88.069146
"AAEL001381",2,6,1,12,4,0
"AAEL001382",24,18,9,103,78,55
"AAEL001385",44,69,41,164,134,143
"AAEL001387",0,0,5,0,0,0
"AAEL001389",49,43,48,126,110,120
"AAEL001390",0,0,0,0,0,0
"AAEL001391",0,0,0,0,0,0
"AAEL001392",0,1,1,24,1,24
"AAEL001394",8,5,4,228,176,163
"AAEL001395",2,1,0,9,10,10
"AAEL001396",13,5,3,3,7,2
"AAEL001397",13,13,21,26,28,26
"AAEL001399",24,10,19,53,53,41
"AAEL001400",0,0,0,0,0,0
"AAEL001401",2,0,1,21,26,13
"AAEL001402",0,1,7,11,13,18
"AAEL001403",0,0,2,8,7,9
"AAEL001405",16,17,14,45,37,33
"AAEL001407",9,8,7,26,14,12
"AAEL001410",0,9.068915,3,10.238616,11.055509,4.023109
"AAEL001411",141,151,160,929,644,706
"AAEL001412",13,13,8,64,37,42
"AAEL001414",2,1,4,28,29,22
"AAEL001416",3,10,5,44,27,25
"AAEL001417",0,0,0,0,0,0
"AAEL001420",1,0,2,8,11,5
"AAEL001421",31,20,24.000001,60,52,56
"AAEL001422",31,35.931085,23,73.761384,64.944491,47.976891
"AAEL001423",21,16,20,152,83,93
"AAEL001424",23,24,23,25,29,20
"AAEL001425",13,8,3,37,25,29
"AAEL001426",6,3,2,16,7,10
"AAEL001427",6,14,13,16,18,21
"AAEL001428",1,4,3,0,0,1
"AAEL001432",368,213,172,914,1061,679
"AAEL001433",0,2,3,6,6,6
"AAEL001434",33,44,60.000001,189,121,142
"AAEL001435",0,0,0,0,0,0
"AAEL001437",0,0,0,1,0,2
"AAEL001438",1,5,7,11,20,6
"AAEL001439",17,10,6,67,47,39
"AAEL001442",0,0,0,0,0,0
"AAEL001444",0,0,0,0,0,0
"AAEL001446",65,57,44,70,55,69
"AAEL001447",12,13,12,35,28,30
"AAEL001448",19,18,39,36,36,32
"AAEL001449",2,4,0,3,0,2
"AAEL001451",13,8,7,24,19,12
"AAEL001452",0,0,0,0,0,0
"AAEL001455",5,3,4,7,4,5
"AAEL001457",0,0,0,0,0,0
"AAEL001458",0,2,1,0,0,0
"AAEL001459",0,0,0,0,3,1
"AAEL001461",0,0,0,0,2,0
"AAEL001463",0,0,0,0,0,0
"AAEL001464",37,9,20,14,18,21
"AAEL001472",1,1,0,10,13,6
"AAEL001473",8,8,5,31,15,26
"AAEL001474",0,0,0,0,1,0
"AAEL001475",0,0,0,0,1.502321,1
"AAEL001476",7,3,4,39,30,34
"AAEL001478",0,1,0,0,1,1
"AAEL001479",77,90,83,200,204,161
"AAEL001480",10,11,9,20,25,14
"AAEL001483",0,1,0,0,0,1
"AAEL001484",77,98,109,382,345,347
"AAEL001485",0,0,0,1,1,0
"AAEL001487",0,0,0,0,0,0
"AAEL001490",6,1,4,3,0,0
"AAEL001491",0,0,0,0,0,0
"AAEL001492",2,1,10.000001,8,13,9
"AAEL001493",9,5,11,18,20,12
"AAEL001494",0,0,0,0,0,0
"AAEL001495",5,10,5,72,58,67
"AAEL001496",29,33,15,83,54,28
"AAEL001497",9,11,9,23,22,15
"AAEL001498",0,2,1,5,1,2
"AAEL001500",0,0,3,6,0,2
"AAEL001501",76,87,61,350,231,233
"AAEL001503",9,17,13,6,6,9
"AAEL001505",2,3,6,12,10,10
"AAEL001506",6,7,8,81,40,37
"AAEL001507",10,28,8,34,16,25
"AAEL001508",0,0,0,1,0,0
"AAEL001509",62,62,77,203,179,163
"AAEL001510",0,0,0,0,0,0
"AAEL001511",25,24,18,101,129,119
"AAEL001513",0,0,0,3,0,0
"AAEL001514",0,0,0,0,0,0
"AAEL001515",0,1,1,1,3,2
"AAEL001516",21,13,14,79,44,62
"AAEL001517",0,2,1,0,0,0
"AAEL001518",11.666558,15.113419,9,21.426722,28.554269,22.4913
"AAEL001519",24,38,30,102,84,106
"AAEL001520",6,12,10,7,4,6
"AAEL001522",0,0,0,0,0,0
"AAEL001524",0,0,0,1,0,2
"AAEL001526",3.999999,10,14,15,13,9
"AAEL001532",262.999999,639.999999,245,165,268,168
"AAEL001533",12,14,3,24,30,13
"AAEL001536",5,10,15,22,17,23
"AAEL001537",0,0,0,0,0,0
"AAEL001540",31,16,16,66,55,42
"AAEL001541",24,17,18,67,35,36
"AAEL001543",36,29.796507,28,20,26,20
"AAEL001544",42,69,49,226,190,174
"AAEL001545",5,11,6,14,9.596923,17
"AAEL001548",324,496,414,1318,612,667
"AAEL001549",52,68,52,178.000001,173,174.999999
"AAEL001551",1,7,2,4,8,3
"AAEL001552",0,0,0,0,0,0
"AAEL001553",0,0,0,0,0,0
"AAEL001554",1,3,2,14,11,8
"AAEL001555",0,0,0,0,0,0
"AAEL001556",32,38,52,123,60,123
"AAEL001557",34.999999,62,66.000001,109.999999,96,114
"AAEL001559",0,0,0,0,0,0
"AAEL001561",142,126.000001,105,227,224.999999,208.999999
"AAEL001562",7.442238,6.114077,4,16.797789,13.508207,23.701112
"AAEL001564",12,18.999999,9,12,14,8
"AAEL001565",43,60,49,251,173,133
"AAEL001566",0,0,0,1,1,0
"AAEL001568",0,0,0,0,2,0
"AAEL001569",44,67,44,204,206,208
"AAEL001570",7,2,4,32,26,37
"AAEL001571",0,0,0,0,0,0
"AAEL001573",23,20,21,246,69,77
"AAEL001575",0,0,0,2,1,2
"AAEL001577",1278,2131,1015,26569,31994,28255
"AAEL001580",10,5,8,38,28,18
"AAEL001581",4,7,11,14,16,20
"AAEL001582",9,13,29,30,11.999999,24
"AAEL001583",38,60,31,98,78,82
"AAEL001584",1,0,0,0,1,2
"AAEL001586",103,115,104,159,148,125
"AAEL001587",3,11,2,10,10,7
"AAEL001588",624,362,298,201,197,133
"AAEL001591",3,2,3,10,4,3
"AAEL001593",45,28,37,122,104,107
"AAEL001594",1,5,0,5,17,8
"AAEL001595",3,1,0,4,6,0.999999
"AAEL001596",49,40,35,93,73,77
"AAEL001597",4,1,6,8,9,3
"AAEL001600",2,1,1,1,5.019074,2.501584
"AAEL001601",5,8,3,71,45,55
"AAEL001604",10,9,15,25,41,20
"AAEL001605",14,15,28,125,96,110
"AAEL001607",174,77.223796,104,231.219301,204.6937,149.90673
"AAEL001610",0,2,2,10,7,4
"AAEL001612",0,2,3,6,1,1
"AAEL001615",22,35,13,72,42,35
"AAEL001616",16,18,21.999999,41,41,34
"AAEL001619",13,9,10,35,31,25
"AAEL001622",36,17,14,47,51,29
"AAEL001623",166,215,134,208,224,159
"AAEL001624",0,2,0,2,2,1
"AAEL001625",0,0,0,0,0.980926,1.498416
"AAEL001626",23,45,12,130,92,106
"AAEL001627",79,29,57,100,77,56
"AAEL001628",0,0,0,3,2,1
"AAEL001631",2,1,1,7,5,3
"AAEL001632",2,0,0,0,0,1
"AAEL001634",0,0,0,0,0,0
"AAEL001635",0,1,1,4.052425,1,4.076142
"AAEL001636",23,35,21,108,71,61
"AAEL001637",0,0,0,0,0,0
"AAEL001638",8,8,6,20,19,18
"AAEL001639",1,1,1,4,1,3
"AAEL001640",0,0,0,0,0,0
"AAEL001641",0,9,1,1,2,5
"AAEL001642",40,73,44,164,217,178
"AAEL001644",1,0,0,0,0,0
"AAEL001645",0,1,0,0,0,0
"AAEL001646",34,16,11,99,53,47
"AAEL001647",17,9.000001,14,13,10,13
"AAEL001649",190,168,115,230,170,122
"AAEL001650",0,0,0,5,0,3
"AAEL001651",2,5,4.837057,13,7,14
"AAEL001652",1,1,1,5,2,4
"AAEL001653",3,9,8,25,26,23
"AAEL001654",0,0,1,0,0,0
"AAEL001655",2,4,3,9,5,7
"AAEL001656",747,616,978,34,93,77
"AAEL001657",6,6,9,20,21,21
"AAEL001658",1.15557,1.022565,2.231408,1.170744,2.448161,0
"AAEL001666",0,0,0,0,0,1
"AAEL001667",8946,3361,5399,568,818,499
"AAEL001670",11,8,7,33,31,26
"AAEL001671",0,2,0,0,1,1
"AAEL001672",0,0,0,0,0,0
"AAEL001673",59,45,47,321,234,239
"AAEL001674",5000,1342,1216,67,218,103
"AAEL001675",0,0,0,0,1,0
"AAEL001677",1,0,0,0,0,0
"AAEL001680",0,0,0,0,0,0
"AAEL001682",20,30,7.039771,71.14038,70,46.830595
"AAEL001683",0,0,0,0,0,0
"AAEL001685",0,0,0,0,1,0
"AAEL001686",0,0,0,2,1,2
"AAEL001687",114,129,128,29,61,44
"AAEL001688",2,2,0,4,5,2
"AAEL001690",45891,15346,14304,741,2343,1057
"AAEL001691",13,11,16,8,12,13
"AAEL001693",22628,13055,10539,142,318,200
"AAEL001694",0,0,0,0,0,0
"AAEL001695",0,0,0,0,0,0
"AAEL001696",291,67,125,1,14,3
"AAEL001697",2,3,0,2,0,2
"AAEL001698",97,124,87,237,203,165
"AAEL001699",158,163,89,46,60,62
"AAEL001703",33037,32311,17176,12802,16195,12518
"AAEL001704",0,0,0,0,0,0
"AAEL001705",76,68,78,88,113,82
"AAEL001706",12,8,11,43,31,17
"AAEL001707",87,24,35,52,50,22
"AAEL001708",0,2,5,1,0,1
"AAEL001709",4,12,2,30,23,21
"AAEL001710",2,0,1,0,0,0
"AAEL001713",0,0,0,0,0,0
"AAEL001714",0,1,0,0,0,0
"AAEL001715",58,115,93,328,244,185
"AAEL001716",6,9,5,25,21,32
"AAEL001717",3,1,6,13,7,6
"AAEL001719",6,6,2,14,11,7
"AAEL001724",11,2,5,12,8,13
"AAEL001725",3,4,10,15,12,10
"AAEL001726",0,0,2,0,0,0
"AAEL001728",0,0,0,0,0,0
"AAEL001729",3,5,6,14,8,9
"AAEL001730",4,3,6,0,0,0
"AAEL001732",0,0,0,0,0,0
"AAEL001734",1,5,1,25,17.999999,12
"AAEL001735",0,0,0,0,0,0
"AAEL001736",0,0,0,0,0,0
"AAEL001737",0,0,0,0,1,0
"AAEL001738",6,2,3,27,18,12
"AAEL001740",19,16,9,59,26,40
"AAEL001742",64,83,64,174.000001,164,139.999999
"AAEL001743",0,0,0,0,0,0
"AAEL001744",0,0,0,0,1,1
"AAEL001745",0,0,0,0,0,0
"AAEL001747",0,0,0,0,0,0
"AAEL001748",0,0,0,0,0,0
"AAEL001749",1,2,4,14,6,3
"AAEL001751",12,14,2,43,32,23
"AAEL001752",0,1,1,5,1,8
"AAEL001754",0,0,0,0,0,0
"AAEL001756",3,4,2,11,9,4
"AAEL001759",6953,5162,4117,4421,3646,2632
"AAEL001761",6,8,2,13,13,14
"AAEL001762",0,0,0,0,0,0
"AAEL001764",8,14,8,66,51,51
"AAEL001765",5,5,5,18,13,9
"AAEL001766",1,0,1,19,15,13
"AAEL001767",160,115,96,148,120,116
"AAEL001769",48,50,50,153,108,149
"AAEL001775",15,14,14,15,21,15
"AAEL001776",0,0,0,1,0,1
"AAEL001778",11,14,10,50,29,35
"AAEL001779",70,41,20,164,89,111
"AAEL001781",2,0,0,0,2,0
"AAEL001782",11,4,2,24,9,12
"AAEL001787",5,5,4,11,7,7
"AAEL001789",6,10,12,21,21,9
"AAEL001794",2,0,1,37,11,12
"AAEL001795",3,14,7,73,34,43
"AAEL001796",2,7,2,18,19,9
"AAEL001797",55,29.93925,34.929942,87,66,64.806263
"AAEL001798",139,125,179,508,347,373
"AAEL001799",0,0,0,0,0,0
"AAEL001800",22,20,16,59,35,35
"AAEL001801",1,0,1,0,2,1
"AAEL001803",0,0,0,19,19,7
"AAEL001805",11,9,2,23,11,21
"AAEL001807",21,29,16,6,6,5
"AAEL001808",1,5,7,17,15,14
"AAEL001809",0,0,0,0,0,0
"AAEL001810",21,26,16,38,28,24
"AAEL001811",2,1,3,9,7,8
"AAEL001812",24,20,8,73,42,70
"AAEL001813",0,0,0,0,0,0
"AAEL001814",0,0,0,0,0,0
"AAEL001815",2,3,3,12,9,11
"AAEL001816",406,571,198,1072,752,878
"AAEL001817",2,1,1,26,16,19
"AAEL001818",5,13,14,10,9,8
"AAEL001819",9,9,5,4,5,6
"AAEL001820",0,0,0,0,0,0
"AAEL001821",0,0,0,0,0,0
"AAEL001822",0,0,0,0,0,0
"AAEL001826",0,0,0,0,0,0
"AAEL001827",4,1,5,11,11,17
"AAEL001830",47,54,40,142,98,79
"AAEL001831",36,34,40,58,43,48
"AAEL001832",6,7,4,25,13,14
"AAEL001833",35,33,11,106,106,96
"AAEL001835",0,0,0,0,1,1
"AAEL001836",0,0,0,0,0,0
"AAEL001837",145,156,54,18,40,20
"AAEL001838",76.899248,87.991605,62.962906,213.751254,147.130545,127.52717
"AAEL001839",93,49,58,20,61,16
"AAEL001840",399,422,309,83,83,71
"AAEL001843",20.000001,38,25.000001,45,32.999999,43
"AAEL001844",143,95,113,94,123,55
"AAEL001845",65,77,42,129,104,105
"AAEL001846",4.044448,0,1.386598,0,0,0
"AAEL001847",20,39.070263,25,47,52,39
"AAEL001850",4,8,10.999999,13,17,15
"AAEL001851",13,18,14,87,55,79
"AAEL001852",58,63,27,141,109,69
"AAEL001853",18,27,22,96,78,64
"AAEL001855",7,2,7,0,2,3
"AAEL001856",1,4,2,10,9,14
"AAEL001857",0,0,0,0,0,2
"AAEL001859",26,28,32,104,87,47
"AAEL001860",0,0,0,0,0,0
"AAEL001863",37894,43411,43745,7480,11057,9014
"AAEL001864",4,6,0,13,9,10
"AAEL001865",173,134,120,416,331,269
"AAEL001867",0,0,0,0,0,0
"AAEL001869",16,18,3,23,23,32
"AAEL001871",3.100752,1.008395,1.037094,25.248746,15.869455,12.47283
"AAEL001874",0,0,0,4.198653,0,0
"AAEL001875",4.115219,0,0,22.250677,16.631823,23.304858
"AAEL001876",5,5,5,20,26,30
"AAEL001877",0,0,0,0,0,0
"AAEL001878",9,7,11,1,0,0
"AAEL001879",0,3,4,12,9,5
"AAEL001881",1,2,0,2,3,2
"AAEL001882",0,0,0,0,1,0
"AAEL001883",2,5,0,3,6,5
"AAEL001886",0,3,2,11,5,5
"AAEL001887",1904,938,1088,262,434,154
"AAEL001888",28,12,19,27,47,23
"AAEL001889",0,0,0,0,0,0
"AAEL001891",3,3,0,10,5,8
"AAEL001893",0,0,0,0,0,0
"AAEL001894",1,1,1,0,1,1
"AAEL001895",0,0,0,0,0,0
"AAEL001896",58,101,61,120,86,93
"AAEL001897",0,0,0,0,0,1
"AAEL001898",28,52,37,85,72,67
"AAEL001899",0,0,0,4,0,2
"AAEL001900",90,126,96,51,49,37
"AAEL001901",7,5,2,23,13,8
"AAEL001902",0,0,0,0,0,0
"AAEL001903",0,0,0,0,0,0
"AAEL001904",71,73,82,273,219,258
"AAEL001905",0,1,1,3,1,1
"AAEL001906",54,57,64,161,140,127
"AAEL001909",34.5,30,21,82.5,56.5,42.5
"AAEL001910",7,13,11,27,21,21
"AAEL001911",0,0,0,0,0,0
"AAEL001912",0,0,0,0,0,0
"AAEL001913",0,0,0,6.196262,0,0
"AAEL001914",27,36,26,95,79.999999,69
"AAEL001915",7,4,6,0,0,3
"AAEL001916",94,86,90,341,251,214
"AAEL001917",9,13,12,98,50,43
"AAEL001918",1,6,4,28,23,17
"AAEL001919",18,25,25.999999,104,71,69
"AAEL001920",0,1,1,5,0,7
"AAEL001922",6,9,8,16,13,13
"AAEL001925",12,6,14,35,46,32
"AAEL001928",0,0,0,0,0,0
"AAEL001929",0,0,0,3,0,2
"AAEL001930",75,79,57,215,134,104
"AAEL001931",5,15,13,59,44,29
"AAEL001932",6,9,5,28,8,10
"AAEL001934",3,1,3,2,0,2
"AAEL001935",14,26,23,73,42,41
"AAEL001936",0,0,0,0,2,3
"AAEL001937",109,150,65,176,148,147
"AAEL001938",0,2,0,340,348,302
"AAEL001939",6,7,6,15,14,15
"AAEL001940",6,4,3,7,12,13
"AAEL001943",12,13,11,41,27,31
"AAEL001946",34,36,19,244,158,245
"AAEL001949",0,0,0,0,1,0
"AAEL001950",26,26,16,39,46,33
"AAEL001951",0,0,1,1,1,0
"AAEL001952",12.97541,5.146022,9.512516,9.877121,6.103085,15.276438
"AAEL001954",19,22,25,35,38,61
"AAEL001958",0,0,0,0,0,0
"AAEL001959",345,178,270,450,651,467
"AAEL001960",34,51,38,81,104,97
"AAEL001962",12,10,11,17,25.938951,14
"AAEL001963",8,4,2,18,9,9
