gene,transcript
AAEL006731,AAEL006731-RD
AAEL006732,AAEL006732-RB
AAEL006733,AAEL006733-RA
AAEL006734,AAEL006734-RA
AAEL006735,AAEL006735-RA
AAEL006736,AAEL006736-RA
AAEL006737,AAEL006737-RA
AAEL006739,AAEL006739-RA
AAEL006740,AAEL006740-RB
AAEL006740,AAEL006740-RC
AAEL006741,AAEL006741-RA
AAEL006741,AAEL006741-RB
AAEL006741,AAEL006741-RC
AAEL006741,AAEL006741-RD
AAEL006744,AAEL006744-RA
AAEL006747,AAEL006747-RA
AAEL006748,AAEL006748-RA
AAEL006749,AAEL006749-RB
AAEL006750,AAEL006750-RA
AAEL006751,AAEL006751-RA
AAEL006752,AAEL006752-RA
AAEL006753,AAEL006753-RA
AAEL006754,AAEL006754-RB
AAEL006755,AAEL006755-RA
AAEL006756,AAEL006756-RA
AAEL006758,AAEL006758-RA
AAEL006760,AAEL006760-RA
AAEL006762,AAEL006762-RA
AAEL006762,AAEL006762-RB
AAEL006769,AAEL006769-RA
AAEL006771,AAEL006771-RA
AAEL006772,AAEL006772-RB
AAEL006774,AAEL006774-RA
AAEL006776,AAEL006776-RA
AAEL006776,AAEL006776-RB
AAEL006776,AAEL006776-RC
AAEL006776,AAEL006776-RD
AAEL006776,AAEL006776-RE
AAEL006776,AAEL006776-RF
AAEL006776,AAEL006776-RG
AAEL006776,AAEL006776-RH
AAEL006776,AAEL006776-RI
AAEL006776,AAEL006776-RJ
AAEL006776,AAEL006776-RK
AAEL006776,AAEL006776-RL
AAEL006776,AAEL006776-RM
AAEL006776,AAEL006776-RN
AAEL006776,AAEL006776-RO
AAEL006776,AAEL006776-RP
AAEL006779,AAEL006779-RA
AAEL006780,AAEL006780-RB
AAEL006780,AAEL006780-RC
AAEL006782,AAEL006782-RA
AAEL006782,AAEL006782-RB
AAEL006782,AAEL006782-RC
AAEL006784,AAEL006784-RA
AAEL006785,AAEL006785-RB
AAEL006786,AAEL006786-RD
AAEL006786,AAEL006786-RE
AAEL006786,AAEL006786-RF
AAEL006786,AAEL006786-RG
AAEL006786,AAEL006786-RH
AAEL006786,AAEL006786-RI
AAEL006786,AAEL006786-RJ
AAEL006787,AAEL006787-RA
AAEL006788,AAEL006788-RA
AAEL006789,AAEL006789-RA
AAEL006790,AAEL006790-RA
AAEL006791,AAEL006791-RB
AAEL006791,AAEL006791-RC
AAEL006791,AAEL006791-RD
AAEL006791,AAEL006791-RE
AAEL006791,AAEL006791-RF
AAEL006791,AAEL006791-RG
AAEL006791,AAEL006791-RH
AAEL006791,AAEL006791-RI
AAEL006791,AAEL006791-RJ
AAEL006791,AAEL006791-RK
AAEL006791,AAEL006791-RL
AAEL006791,AAEL006791-RM
AAEL006792,AAEL006792-RB
AAEL006794,AAEL006794-RA
AAEL006794,AAEL006794-RB
AAEL006795,AAEL006795-RB
AAEL006797,AAEL006797-RA
AAEL006799,AAEL006799-RB
AAEL006799,AAEL006799-RC
AAEL006800,AAEL006800-RA
AAEL006800,AAEL006800-RB
AAEL006801,AAEL006801-RA
AAEL006805,AAEL006805-RA
AAEL006808,AAEL006808-RA
AAEL006808,AAEL006808-RB
AAEL006809,AAEL006809-RA
AAEL006809,AAEL006809-RB
AAEL006809,AAEL006809-RC
AAEL006809,AAEL006809-RD
AAEL006809,AAEL006809-RE
AAEL006812,AAEL006812-RB
AAEL006815,AAEL006815-RA
AAEL006816,AAEL006816-RA
AAEL006817,AAEL006817-RA
AAEL006818,AAEL006818-RB
AAEL006819,AAEL006819-RA
AAEL006820,AAEL006820-RA
AAEL006822,AAEL006822-RA
AAEL006822,AAEL006822-RB
AAEL006822,AAEL006822-RC
AAEL006822,AAEL006822-RD
AAEL006822,AAEL006822-RE
AAEL006822,AAEL006822-RF
AAEL006822,AAEL006822-RG
AAEL006822,AAEL006822-RH
AAEL006822,AAEL006822-RI
AAEL006822,AAEL006822-RJ
AAEL006822,AAEL006822-RK
AAEL006822,AAEL006822-RL
AAEL006823,AAEL006823-RA
AAEL006824,AAEL006824-RA
AAEL006825,AAEL006825-RB
AAEL006826,AAEL006826-RB
AAEL006826,AAEL006826-RC
AAEL006826,AAEL006826-RD
AAEL006827,AAEL006827-RA
AAEL006827,AAEL006827-RB
AAEL006829,AAEL006829-RA
AAEL006830,AAEL006830-RA
AAEL006832,AAEL006832-RB
AAEL006833,AAEL006833-RD
AAEL006833,AAEL006833-RE
AAEL006834,AAEL006834-RA
AAEL006835,AAEL006835-RA
AAEL006836,AAEL006836-RA
AAEL006836,AAEL006836-RB
AAEL006838,AAEL006838-RB
AAEL006839,AAEL006839-RB
AAEL006841,AAEL006841-RA
AAEL006843,AAEL006843-RB
AAEL006844,AAEL006844-RB
AAEL006845,AAEL006845-RB
AAEL006847,AAEL006847-RA
AAEL006847,AAEL006847-RB
AAEL006848,AAEL006848-RA
AAEL006854,AAEL006854-RA
AAEL006855,AAEL006855-RC
AAEL006855,AAEL006855-RD
AAEL006855,AAEL006855-RE
AAEL006855,AAEL006855-RF
AAEL006856,AAEL006856-RA
AAEL006858,AAEL006858-RA
AAEL006859,AAEL006859-RA
AAEL006860,AAEL006860-RA
AAEL006862,AAEL006862-RA
AAEL006862,AAEL006862-RB
AAEL006862,AAEL006862-RC
AAEL006863,AAEL006863-RA
AAEL006864,AAEL006864-RA
AAEL006864,AAEL006864-RB
AAEL006865,AAEL006865-RB
AAEL006867,AAEL006867-RA
AAEL006867,AAEL006867-RB
AAEL006870,AAEL006870-RA
AAEL006870,AAEL006870-RB
AAEL006870,AAEL006870-RC
AAEL006870,AAEL006870-RD
AAEL006870,AAEL006870-RE
AAEL006870,AAEL006870-RF
AAEL006870,AAEL006870-RG
AAEL006871,AAEL006871-RA
AAEL006872,AAEL006872-RA
AAEL006876,AAEL006876-RA
AAEL006876,AAEL006876-RB
AAEL006876,AAEL006876-RC
AAEL006876,AAEL006876-RD
AAEL006876,AAEL006876-RE
AAEL006879,AAEL006879-RB
AAEL006879,AAEL006879-RC
AAEL006880,AAEL006880-RC
AAEL006880,AAEL006880-RD
AAEL006880,AAEL006880-RE
AAEL006880,AAEL006880-RF
AAEL006880,AAEL006880-RG
AAEL006881,AAEL006881-RA
AAEL006881,AAEL006881-RB
AAEL006881,AAEL006881-RC
AAEL006881,AAEL006881-RD
AAEL006881,AAEL006881-RE
AAEL006881,AAEL006881-RF
AAEL006882,AAEL006882-RB
AAEL006883,AAEL006883-RA
AAEL006884,AAEL006884-RA
AAEL006884,AAEL006884-RB
AAEL006885,AAEL006885-RA
AAEL006885,AAEL006885-RB
AAEL006885,AAEL006885-RC
AAEL006885,AAEL006885-RD
AAEL006885,AAEL006885-RE
AAEL006885,AAEL006885-RF
AAEL006885,AAEL006885-RG
AAEL006886,AAEL006886-RB
AAEL006887,AAEL006887-RA
AAEL006888,AAEL006888-RB
AAEL006888,AAEL006888-RC
AAEL006890,AAEL006890-RA
AAEL006890,AAEL006890-RB
AAEL006890,AAEL006890-RC
AAEL006892,AAEL006892-RA
AAEL006895,AAEL006895-RB
AAEL006895,AAEL006895-RC
AAEL006895,AAEL006895-RD
AAEL006899,AAEL006899-RA
AAEL006899,AAEL006899-RB
AAEL006899,AAEL006899-RC
AAEL006899,AAEL006899-RD
AAEL006899,AAEL006899-RE
AAEL006899,AAEL006899-RF
AAEL006899,AAEL006899-RG
AAEL006900,AAEL006900-RA
AAEL006902,AAEL006902-RA
AAEL006903,AAEL006903-RA
AAEL006904,AAEL006904-RA
AAEL006904,AAEL006904-RB
AAEL006904,AAEL006904-RC
AAEL006904,AAEL006904-RD
AAEL006905,AAEL006905-RA
AAEL006905,AAEL006905-RB
AAEL006905,AAEL006905-RC
AAEL006905,AAEL006905-RD
AAEL006906,AAEL006906-RB
AAEL006907,AAEL006907-RA
AAEL006908,AAEL006908-RB
AAEL006909,AAEL006909-RA
AAEL006910,AAEL006910-RA
AAEL006912,AAEL006912-RC
AAEL006912,AAEL006912-RD
AAEL006915,AAEL006915-RA
AAEL006915,AAEL006915-RB
AAEL006917,AAEL006917-RA
AAEL006917,AAEL006917-RB
AAEL006918,AAEL006918-RA
AAEL006918,AAEL006918-RB
AAEL006918,AAEL006918-RC
AAEL006919,AAEL006919-RA
AAEL006920,AAEL006920-RA
AAEL006921,AAEL006921-RA
AAEL006921,AAEL006921-RB
AAEL006921,AAEL006921-RC
AAEL006921,AAEL006921-RD
AAEL006921,AAEL006921-RE
AAEL006921,AAEL006921-RF
AAEL006921,AAEL006921-RG
AAEL006922,AAEL006922-RA
AAEL006923,AAEL006923-RA
AAEL006924,AAEL006924-RA
AAEL006928,AAEL006928-RA
AAEL006929,AAEL006929-RB
AAEL006930,AAEL006930-RA
AAEL006932,AAEL006932-RA
AAEL006932,AAEL006932-RB
AAEL006932,AAEL006932-RC
AAEL006932,AAEL006932-RD
AAEL006932,AAEL006932-RE
AAEL006932,AAEL006932-RF
AAEL006934,AAEL006934-RA
AAEL006934,AAEL006934-RB
AAEL006936,AAEL006936-RC
AAEL006936,AAEL006936-RD
AAEL006936,AAEL006936-RE
AAEL006936,AAEL006936-RF
AAEL006936,AAEL006936-RG
AAEL006936,AAEL006936-RH
AAEL006937,AAEL006937-RA
AAEL006938,AAEL006938-RA
AAEL006944,AAEL006944-RB
AAEL006944,AAEL006944-RC
AAEL006945,AAEL006945-RC
AAEL006945,AAEL006945-RD
AAEL006946,AAEL006946-RA
AAEL006947,AAEL006947-RA
AAEL006948,AAEL006948-RB
AAEL006948,AAEL006948-RC
AAEL006948,AAEL006948-RD
AAEL006948,AAEL006948-RE
AAEL006948,AAEL006948-RF
AAEL006948,AAEL006948-RG
AAEL006948,AAEL006948-RH
AAEL006948,AAEL006948-RI
AAEL006948,AAEL006948-RJ
AAEL006949,AAEL006949-RA
AAEL006949,AAEL006949-RB
AAEL006949,AAEL006949-RC
AAEL006950,AAEL006950-RA
AAEL006951,AAEL006951-RA
AAEL006951,AAEL006951-RB
AAEL006951,AAEL006951-RC
AAEL006953,AAEL006953-RA
AAEL006955,AAEL006955-RB
AAEL006955,AAEL006955-RC
AAEL006956,AAEL006956-RA
AAEL006956,AAEL006956-RB
AAEL006957,AAEL006957-RB
AAEL006958,AAEL006958-RB
AAEL006958,AAEL006958-RC
AAEL006958,AAEL006958-RD
AAEL006958,AAEL006958-RE
AAEL006961,AAEL006961-RA
AAEL006961,AAEL006961-RB
AAEL006961,AAEL006961-RC
AAEL006962,AAEL006962-RB
AAEL006963,AAEL006963-RA
AAEL006964,AAEL006964-RA
AAEL006965,AAEL006965-RA
AAEL006966,AAEL006966-RF
AAEL006966,AAEL006966-RG
AAEL006966,AAEL006966-RH
AAEL006966,AAEL006966-RI
AAEL006966,AAEL006966-RJ
AAEL006966,AAEL006966-RK
AAEL006968,AAEL006968-RA
AAEL006969,AAEL006969-RA
AAEL006970,AAEL006970-RA
AAEL006970,AAEL006970-RB
AAEL006971,AAEL006971-RA
AAEL006972,AAEL006972-RA
AAEL006973,AAEL006973-RA
AAEL006973,AAEL006973-RB
AAEL006973,AAEL006973-RC
AAEL006975,AAEL006975-RB
AAEL006976,AAEL006976-RB
AAEL006977,AAEL006977-RA
AAEL006978,AAEL006978-RA
AAEL006978,AAEL006978-RB
AAEL006978,AAEL006978-RC
AAEL006978,AAEL006978-RD
AAEL006978,AAEL006978-RE
AAEL006978,AAEL006978-RF
AAEL006978,AAEL006978-RG
AAEL006978,AAEL006978-RH
AAEL006978,AAEL006978-RI
AAEL006980,AAEL006980-RA
AAEL006980,AAEL006980-RB
AAEL006980,AAEL006980-RC
AAEL006980,AAEL006980-RD
AAEL006982,AAEL006982-RA
AAEL006982,AAEL006982-RB
AAEL006982,AAEL006982-RC
AAEL006982,AAEL006982-RD
AAEL006982,AAEL006982-RE
AAEL006982,AAEL006982-RF
AAEL006982,AAEL006982-RG
AAEL006982,AAEL006982-RH
AAEL006982,AAEL006982-RI
AAEL006982,AAEL006982-RJ
AAEL006982,AAEL006982-RK
AAEL006982,AAEL006982-RL
AAEL006982,AAEL006982-RM
AAEL006983,AAEL006983-RB
AAEL006984,AAEL006984-RB
AAEL006985,AAEL006985-RA
AAEL006987,AAEL006987-RB
AAEL006987,AAEL006987-RC
AAEL006988,AAEL006988-RA
AAEL006988,AAEL006988-RB
AAEL006988,AAEL006988-RC
AAEL006989,AAEL006989-RA
AAEL006990,AAEL006990-RB
AAEL006990,AAEL006990-RC
AAEL006991,AAEL006991-RB
AAEL006992,AAEL006992-RA
AAEL006993,AAEL006993-RC
AAEL006993,AAEL006993-RD
AAEL006993,AAEL006993-RE
AAEL006993,AAEL006993-RF
AAEL006993,AAEL006993-RG
AAEL006993,AAEL006993-RH
AAEL006993,AAEL006993-RI
AAEL006993,AAEL006993-RJ
AAEL006993,AAEL006993-RK
AAEL006993,AAEL006993-RL
AAEL006993,AAEL006993-RM
AAEL006993,AAEL006993-RN
AAEL006995,AAEL006995-RA
AAEL006995,AAEL006995-RB
AAEL006995,AAEL006995-RC
AAEL006998,AAEL006998-RB
AAEL006998,AAEL006998-RC
AAEL006999,AAEL006999-RB
AAEL007001,AAEL007001-RA
AAEL007002,AAEL007002-RA
AAEL007002,AAEL007002-RB
AAEL007002,AAEL007002-RC
AAEL007002,AAEL007002-RD
AAEL007004,AAEL007004-RB
AAEL007004,AAEL007004-RC
AAEL007004,AAEL007004-RD
AAEL007004,AAEL007004-RE
AAEL007004,AAEL007004-RF
AAEL007004,AAEL007004-RG
AAEL007004,AAEL007004-RH
AAEL007004,AAEL007004-RI
AAEL007005,AAEL007005-RA
AAEL007006,AAEL007006-RA
AAEL007007,AAEL007007-RA
AAEL007009,AAEL007009-RA
AAEL007010,AAEL007010-RA
AAEL007011,AAEL007011-RB
AAEL007013,AAEL007013-RA
AAEL007015,AAEL007015-RA
AAEL007015,AAEL007015-RB
AAEL007015,AAEL007015-RC
AAEL007015,AAEL007015-RD
AAEL007015,AAEL007015-RE
AAEL007015,AAEL007015-RF
AAEL007015,AAEL007015-RG
AAEL007015,AAEL007015-RH
AAEL007015,AAEL007015-RI
AAEL007015,AAEL007015-RJ
AAEL007015,AAEL007015-RK
AAEL007015,AAEL007015-RL
AAEL007015,AAEL007015-RM
AAEL007015,AAEL007015-RN
AAEL007015,AAEL007015-RO
AAEL007015,AAEL007015-RP
AAEL007016,AAEL007016-RA
AAEL007017,AAEL007017-RA
AAEL007018,AAEL007018-RA
AAEL007018,AAEL007018-RB
AAEL007019,AAEL007019-RA
AAEL007019,AAEL007019-RB
AAEL007022,AAEL007022-RA
AAEL007023,AAEL007023-RA
AAEL007023,AAEL007023-RB
AAEL007023,AAEL007023-RC
AAEL007023,AAEL007023-RD
AAEL007024,AAEL007024-RA
AAEL007026,AAEL007026-RA
AAEL007026,AAEL007026-RB
AAEL007026,AAEL007026-RC
AAEL007029,AAEL007029-RA
AAEL007029,AAEL007029-RB
AAEL007029,AAEL007029-RC
AAEL007029,AAEL007029-RD
AAEL007029,AAEL007029-RE
AAEL007029,AAEL007029-RF
AAEL007029,AAEL007029-RG
AAEL007029,AAEL007029-RH
AAEL007029,AAEL007029-RI
AAEL007029,AAEL007029-RJ
AAEL007029,AAEL007029-RK
AAEL007029,AAEL007029-RL
AAEL007029,AAEL007029-RM
AAEL007029,AAEL007029-RN
AAEL007029,AAEL007029-RO
AAEL007030,AAEL007030-RA
AAEL007030,AAEL007030-RB
AAEL007030,AAEL007030-RC
AAEL007030,AAEL007030-RD
AAEL007033,AAEL007033-RA
AAEL007034,AAEL007034-RA
AAEL007038,AAEL007038-RB
AAEL007039,AAEL007039-RB
AAEL007040,AAEL007040-RA
AAEL007040,AAEL007040-RB
AAEL007040,AAEL007040-RC
AAEL007041,AAEL007041-RB
AAEL007042,AAEL007042-RC
AAEL007042,AAEL007042-RD
AAEL007042,AAEL007042-RE
AAEL007042,AAEL007042-RF
AAEL007043,AAEL007043-RB
AAEL007043,AAEL007043-RC
AAEL007044,AAEL007044-RA
AAEL007045,AAEL007045-RA
AAEL007046,AAEL007046-RA
AAEL007048,AAEL007048-RC
AAEL007049,AAEL007049-RA
AAEL007050,AAEL007050-RA
AAEL007051,AAEL007051-RA
AAEL007052,AAEL007052-RB
AAEL007053,AAEL007053-RB
AAEL007053,AAEL007053-RC
AAEL007054,AAEL007054-RA
AAEL007055,AAEL007055-RA
AAEL007056,AAEL007056-RA
AAEL007057,AAEL007057-RB
AAEL007058,AAEL007058-RA
AAEL007059,AAEL007059-RA
AAEL007060,AAEL007060-RA
AAEL007061,AAEL007061-RA
AAEL007062,AAEL007062-RA
AAEL007063,AAEL007063-RA
AAEL007064,AAEL007064-RA
AAEL007065,AAEL007065-RA
AAEL007065,AAEL007065-RB
AAEL007065,AAEL007065-RC
AAEL007065,AAEL007065-RD
AAEL007066,AAEL007066-RA
AAEL007067,AAEL007067-RA
AAEL007068,AAEL007068-RA
AAEL007069,AAEL007069-RA
AAEL007069,AAEL007069-RB
AAEL007070,AAEL007070-RA
AAEL007077,AAEL007077-RA
AAEL007078,AAEL007078-RA
AAEL007080,AAEL007080-RA
AAEL007080,AAEL007080-RB
AAEL007080,AAEL007080-RC
AAEL007080,AAEL007080-RD
AAEL007080,AAEL007080-RE
AAEL007084,AAEL007084-RA
AAEL007084,AAEL007084-RB
AAEL007085,AAEL007085-RA
AAEL007088,AAEL007088-RA
AAEL007090,AAEL007090-RA
AAEL007090,AAEL007090-RB
AAEL007090,AAEL007090-RC
AAEL007092,AAEL007092-RA
AAEL007092,AAEL007092-RB
AAEL007092,AAEL007092-RC
AAEL007092,AAEL007092-RD
AAEL007092,AAEL007092-RE
AAEL007094,AAEL007094-RA
AAEL007095,AAEL007095-RA
AAEL007096,AAEL007096-RA
AAEL007097,AAEL007097-RA
AAEL007098,AAEL007098-RA
AAEL007098,AAEL007098-RB
AAEL007098,AAEL007098-RC
AAEL007100,AAEL007100-RA
AAEL007100,AAEL007100-RB
AAEL007101,AAEL007101-RB
AAEL007102,AAEL007102-RB
AAEL007103,AAEL007103-RA
AAEL007104,AAEL007104-RA
AAEL007104,AAEL007104-RB
AAEL007105,AAEL007105-RA
AAEL007106,AAEL007106-RB
AAEL007109,AAEL007109-RB
AAEL007110,AAEL007110-RA
AAEL007110,AAEL007110-RB
AAEL007114,AAEL007114-RA
AAEL007114,AAEL007114-RB
AAEL007120,AAEL007120-RA
AAEL007120,AAEL007120-RB
AAEL007120,AAEL007120-RC
AAEL007120,AAEL007120-RD
AAEL007120,AAEL007120-RE
AAEL007121,AAEL007121-RA
AAEL007125,AAEL007125-RA
AAEL007126,AAEL007126-RA
AAEL007126,AAEL007126-RB
AAEL007127,AAEL007127-RA
AAEL007128,AAEL007128-RA
AAEL007129,AAEL007129-RB
AAEL007129,AAEL007129-RC
AAEL007129,AAEL007129-RD
AAEL007129,AAEL007129-RE
AAEL007129,AAEL007129-RF
AAEL007130,AAEL007130-RA
AAEL007130,AAEL007130-RB
AAEL007131,AAEL007131-RB
AAEL007132,AAEL007132-RB
AAEL007132,AAEL007132-RC
AAEL007132,AAEL007132-RD
AAEL007132,AAEL007132-RE
AAEL007132,AAEL007132-RF
AAEL007132,AAEL007132-RG
AAEL007132,AAEL007132-RH
AAEL007132,AAEL007132-RI
AAEL007132,AAEL007132-RJ
AAEL007132,AAEL007132-RK
AAEL007132,AAEL007132-RL
AAEL007133,AAEL007133-RA
AAEL007134,AAEL007134-RA
AAEL007134,AAEL007134-RB
AAEL007134,AAEL007134-RC
AAEL007134,AAEL007134-RD
AAEL007134,AAEL007134-RE
AAEL007134,AAEL007134-RF
AAEL007134,AAEL007134-RG
AAEL007134,AAEL007134-RH
AAEL007134,AAEL007134-RI
AAEL007135,AAEL007135-RA
AAEL007136,AAEL007136-RA
AAEL007136,AAEL007136-RB
AAEL007137,AAEL007137-RB
AAEL007138,AAEL007138-RB
AAEL007138,AAEL007138-RC
AAEL007139,AAEL007139-RA
AAEL007143,AAEL007143-RB
AAEL007143,AAEL007143-RC
AAEL007143,AAEL007143-RD
AAEL007143,AAEL007143-RE
AAEL007146,AAEL007146-RB
AAEL007146,AAEL007146-RC
AAEL007146,AAEL007146-RD
AAEL007146,AAEL007146-RE
AAEL007146,AAEL007146-RF
AAEL007146,AAEL007146-RG
AAEL007146,AAEL007146-RH
AAEL007146,AAEL007146-RI
AAEL007146,AAEL007146-RJ
AAEL007146,AAEL007146-RK
AAEL007146,AAEL007146-RL
AAEL007146,AAEL007146-RM
AAEL007146,AAEL007146-RN
AAEL007147,AAEL007147-RB
AAEL007147,AAEL007147-RC
AAEL007147,AAEL007147-RD
AAEL007149,AAEL007149-RA
AAEL007150,AAEL007150-RB
AAEL007151,AAEL007151-RB
AAEL007151,AAEL007151-RC
AAEL007151,AAEL007151-RD
AAEL007151,AAEL007151-RE
AAEL007151,AAEL007151-RF
AAEL007151,AAEL007151-RG
AAEL007151,AAEL007151-RH
AAEL007151,AAEL007151-RI
AAEL007151,AAEL007151-RJ
AAEL007151,AAEL007151-RK
AAEL007151,AAEL007151-RL
AAEL007151,AAEL007151-RM
AAEL007153,AAEL007153-RA
AAEL007156,AAEL007156-RC
AAEL007158,AAEL007158-RB
AAEL007158,AAEL007158-RC
AAEL007160,AAEL007160-RA
AAEL007162,AAEL007162-RA
AAEL007164,AAEL007164-RA
AAEL007164,AAEL007164-RB
AAEL007167,AAEL007167-RA
AAEL007169,AAEL007169-RB
AAEL007171,AAEL007171-RA
AAEL007173,AAEL007173-RD
AAEL007173,AAEL007173-RE
AAEL007173,AAEL007173-RF
AAEL007173,AAEL007173-RG
AAEL007173,AAEL007173-RH
AAEL007173,AAEL007173-RI
AAEL007173,AAEL007173-RJ
AAEL007180,AAEL007180-RA
AAEL007180,AAEL007180-RB
AAEL007180,AAEL007180-RC
AAEL007180,AAEL007180-RD
AAEL007180,AAEL007180-RE
AAEL007180,AAEL007180-RF
AAEL007180,AAEL007180-RG
AAEL007184,AAEL007184-RA
AAEL007185,AAEL007185-RB
AAEL007187,AAEL007187-RB
AAEL007187,AAEL007187-RC
AAEL007187,AAEL007187-RD
AAEL007187,AAEL007187-RE
AAEL007187,AAEL007187-RF
AAEL007187,AAEL007187-RG
AAEL007187,AAEL007187-RH
AAEL007188,AAEL007188-RA
AAEL007189,AAEL007189-RB
AAEL007189,AAEL007189-RC
AAEL007189,AAEL007189-RD
AAEL007189,AAEL007189-RE
AAEL007189,AAEL007189-RF
AAEL007189,AAEL007189-RG
AAEL007189,AAEL007189-RH
AAEL007191,AAEL007191-RA
AAEL007192,AAEL007192-RA
AAEL007194,AAEL007194-RA
AAEL007196,AAEL007196-RA
AAEL007197,AAEL007197-RA
AAEL007197,AAEL007197-RB
AAEL007198,AAEL007198-RA
AAEL007200,AAEL007200-RB
AAEL007200,AAEL007200-RC
AAEL007200,AAEL007200-RD
AAEL007200,AAEL007200-RE
AAEL007200,AAEL007200-RF
AAEL007200,AAEL007200-RG
AAEL007202,AAEL007202-RA
AAEL007203,AAEL007203-RA
AAEL007205,AAEL007205-RB
AAEL007205,AAEL007205-RC
AAEL007206,AAEL007206-RA
AAEL007208,AAEL007208-RA
AAEL007209,AAEL007209-RA
AAEL007211,AAEL007211-RA
AAEL007217,AAEL007217-RA
AAEL007218,AAEL007218-RA
AAEL007218,AAEL007218-RB
AAEL007218,AAEL007218-RC
AAEL007218,AAEL007218-RD
AAEL007218,AAEL007218-RE
AAEL007220,AAEL007220-RA
AAEL007221,AAEL007221-RA
AAEL007224,AAEL007224-RA
AAEL007225,AAEL007225-RB
AAEL007226,AAEL007226-RA
AAEL007227,AAEL007227-RB
AAEL007228,AAEL007228-RA
AAEL007229,AAEL007229-RA
AAEL007230,AAEL007230-RA
AAEL007233,AAEL007233-RB
AAEL007234,AAEL007234-RB
AAEL007235,AAEL007235-RA
AAEL007235,AAEL007235-RB
AAEL007235,AAEL007235-RC
AAEL007236,AAEL007236-RA
AAEL007236,AAEL007236-RB
AAEL007237,AAEL007237-RB
AAEL007238,AAEL007238-RA
AAEL007239,AAEL007239-RB
AAEL007240,AAEL007240-RB
AAEL007240,AAEL007240-RC
AAEL007240,AAEL007240-RD
AAEL007240,AAEL007240-RE
AAEL007241,AAEL007241-RA
AAEL007243,AAEL007243-RA
AAEL007244,AAEL007244-RA
AAEL007244,AAEL007244-RB
AAEL007245,AAEL007245-RB
AAEL007245,AAEL007245-RC
AAEL007245,AAEL007245-RD
AAEL007245,AAEL007245-RE
AAEL007245,AAEL007245-RF
AAEL007245,AAEL007245-RG
AAEL007245,AAEL007245-RH
AAEL007245,AAEL007245-RI
AAEL007246,AAEL007246-RA
AAEL007247,AAEL007247-RA
AAEL007248,AAEL007248-RB
AAEL007250,AAEL007250-RA
AAEL007251,AAEL007251-RA
AAEL007252,AAEL007252-RA
AAEL007253,AAEL007253-RA
AAEL007253,AAEL007253-RB
AAEL007253,AAEL007253-RC
AAEL007256,AAEL007256-RA
AAEL007256,AAEL007256-RB
AAEL007257,AAEL007257-RA
AAEL007257,AAEL007257-RB
AAEL007257,AAEL007257-RC
AAEL007258,AAEL007258-RB
AAEL007258,AAEL007258-RC
AAEL007258,AAEL007258-RD
AAEL007258,AAEL007258-RE
AAEL007258,AAEL007258-RF
AAEL007258,AAEL007258-RG
AAEL007258,AAEL007258-RH
AAEL007259,AAEL007259-RA
AAEL007259,AAEL007259-RB
AAEL007260,AAEL007260-RB
AAEL007260,AAEL007260-RC
AAEL007261,AAEL007261-RC
AAEL007261,AAEL007261-RD
AAEL007264,AAEL007264-RB
AAEL007267,AAEL007267-RA
AAEL007268,AAEL007268-RB
AAEL007268,AAEL007268-RC
AAEL007268,AAEL007268-RD
AAEL007271,AAEL007271-RB
AAEL007271,AAEL007271-RC
AAEL007271,AAEL007271-RD
AAEL007271,AAEL007271-RE
AAEL007271,AAEL007271-RF
AAEL007271,AAEL007271-RG
AAEL007271,AAEL007271-RH
AAEL007271,AAEL007271-RI
AAEL007273,AAEL007273-RA
AAEL007275,AAEL007275-RA
AAEL007276,AAEL007276-RA
AAEL007278,AAEL007278-RA
AAEL007279,AAEL007279-RA
AAEL007280,AAEL007280-RB
AAEL007280,AAEL007280-RC
AAEL007281,AAEL007281-RB
AAEL007282,AAEL007282-RB
AAEL007282,AAEL007282-RC
AAEL007283,AAEL007283-RB
AAEL007283,AAEL007283-RC
AAEL007284,AAEL007284-RA
AAEL007284,AAEL007284-RB
AAEL007284,AAEL007284-RC
AAEL007284,AAEL007284-RD
AAEL007284,AAEL007284-RE
AAEL007285,AAEL007285-RB
AAEL007286,AAEL007286-RA
AAEL007288,AAEL007288-RB
AAEL007288,AAEL007288-RC
AAEL007288,AAEL007288-RD
AAEL007289,AAEL007289-RA
AAEL007290,AAEL007290-RD
AAEL007290,AAEL007290-RE
AAEL007290,AAEL007290-RF
AAEL007290,AAEL007290-RG
AAEL007291,AAEL007291-RA
AAEL007292,AAEL007292-RB
AAEL007293,AAEL007293-RD
AAEL007293,AAEL007293-RE
AAEL007293,AAEL007293-RF
AAEL007295,AAEL007295-RA
AAEL007296,AAEL007296-RA
AAEL007296,AAEL007296-RB
AAEL007298,AAEL007298-RB
AAEL007298,AAEL007298-RC
AAEL007298,AAEL007298-RD
AAEL007299,AAEL007299-RB
AAEL007299,AAEL007299-RC
AAEL007299,AAEL007299-RD
AAEL007299,AAEL007299-RE
AAEL007299,AAEL007299-RF
AAEL007301,AAEL007301-RA
AAEL007301,AAEL007301-RB
AAEL007301,AAEL007301-RC
AAEL007301,AAEL007301-RD
AAEL007302,AAEL007302-RB
AAEL007302,AAEL007302-RC
AAEL007302,AAEL007302-RD
AAEL007303,AAEL007303-RA
AAEL007303,AAEL007303-RB
AAEL007304,AAEL007304-RB
AAEL007304,AAEL007304-RC
AAEL007304,AAEL007304-RD
