,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AAEL019723,111.6620021,0.606603877,0.186160222,-3.258504259,0.001120012,0.003123115
AAEL019724,78.23984729,0.578912776,0.274638774,-2.107906205,0.035039103,0.070872643
AAEL019725,3114.377905,4.772808768,0.206992521,-23.05788031,1.23E-117,2.82E-115
AAEL019726,52.51797229,3.997387977,0.337491563,-11.84440863,2.30E-32,4.16E-31
AAEL019727,15.2351961,2.507099116,0.460623296,-5.442840469,5.24E-08,2.48E-07
AAEL019728,154.0018336,0.778577627,0.227383858,-3.424067278,0.000616913,0.00180112
AAEL019729,0.059202894,-0.050796948,3.225918525,0.015746507,0.987436625,NA
AAEL019730,0,#VALUE!,NA,NA,NA,NA
AAEL019731,480.3492441,0.646748184,0.124381986,-5.19969332,2.00E-07,8.91E-07
AAEL019732,18.37308018,0.976150304,0.400697048,-2.436130511,0.014845327,0.032998878
AAEL019733,39.94182648,2.838990225,0.262836207,-10.8013666,3.39E-27,4.74E-26
AAEL019734,7.502102955,-2.129301675,0.775842262,2.744503334,0.006060254,0.014780766
AAEL019735,66.35247283,-0.73109466,0.214913006,3.401816734,0.000669395,0.00194627
AAEL019736,0.117518725,-1.2530258,3.225918525,0.388424503,0.697701914,NA
AAEL019737,450.2803098,2.123239808,0.162007907,-13.10577886,3.05E-39,7.13E-38
AAEL019738,3.242212421,5.188792439,1.074288241,-4.829981602,1.37E-06,5.61E-06
AAEL019739,36.79768295,0.618501005,0.318182372,-1.943856915,0.051912708,0.100036137
AAEL019740,312.3699073,0.792700146,0.143011386,-5.542916336,2.97E-08,1.44E-07
AAEL019741,54.24957574,0.711656246,0.277403546,-2.565418709,0.010305137,0.023765787
AAEL019742,58.85601031,2.658720579,0.229951017,-11.56211709,6.41E-31,1.06E-29
AAEL019743,0.191873629,1.131443419,2.757277939,-0.410347975,0.681550704,NA
AAEL019744,0.070458926,-0.050796948,3.225918525,0.015746507,0.987436625,NA
AAEL019745,31.59068311,-0.428575221,0.297694825,1.439646191,0.149967524,0.242877601
AAEL019746,255.3272488,0.379054357,0.156807445,-2.417323715,0.015635105,0.034566407
AAEL019747,28.0459835,0.437140171,0.305939989,-1.428842868,0.153049401,0.247063576
AAEL019748,390.8259885,-0.119754408,0.140964957,0.849533176,0.395584678,0.515663855
AAEL019749,0,#VALUE!,NA,NA,NA,NA
AAEL019750,0,#VALUE!,NA,NA,NA,NA
AAEL019751,95.84471185,-0.957969449,0.256150141,3.739874768,0.000184112,0.000582355
AAEL019752,7.827337291,0.020703337,0.560961418,-0.036906883,0.970559252,0.979528728
AAEL019753,167.0146843,-0.015940028,0.14480938,0.110075938,0.912349151,0.939263636
AAEL019754,41.2225952,-3.974685567,0.378333149,10.50578194,8.12E-26,1.06E-24
AAEL019755,443.336432,1.286910296,0.129614167,-9.928778076,3.12E-23,3.64E-22
AAEL019756,17.45550181,4.033876133,0.503958223,-8.004385981,1.20E-15,9.51E-15
AAEL019757,66.43966384,5.642994055,0.439494891,-12.83972617,9.82E-38,2.18E-36
AAEL019758,180.1077651,0.236415777,0.156237789,-1.513179229,0.130234139,0.217424908
AAEL019759,3.40455968,1.060080333,1.06877688,-0.991863085,0.321264319,0.442511296
AAEL019760,0,#VALUE!,NA,NA,NA,NA
AAEL019761,0,#VALUE!,NA,NA,NA,NA
AAEL019762,54.13857103,0.426434332,0.225018619,-1.895106875,0.058078244,0.11048734
AAEL019763,0,#VALUE!,NA,NA,NA,NA
AAEL019764,12.71899067,-0.517610085,0.408994182,1.265568334,0.205667669,0.312697795
AAEL019765,0.53975023,-0.698884287,2.013900388,0.347030216,0.728568618,0.804594827
AAEL019766,0.282129105,1.654307121,2.486956488,-0.665193432,0.505926781,NA
