,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AAEL000595,4.266722692,0.305034831,0.739853462,0.412290875,0.680126236,0.811404216
AAEL000596,0.3423117,-0.615296995,2.716895342,-0.226470628,0.820835401,NA
AAEL000597,8.399445991,-0.788332725,0.500770297,-1.574240186,0.115431932,0.235427059
AAEL000599,0.835527604,0.390011125,1.560455658,0.249934128,0.80263829,NA
AAEL000600,2.577546008,0.853711238,0.982450143,0.868961386,0.384868251,0.569055565
AAEL000603,0.169374117,1.282132534,3.480362828,0.36839048,0.712582095,NA
AAEL000604,3.081497591,-1.123714506,0.931687714,-1.20610639,0.227776471,0.390677596
AAEL000605,35.94546243,0.42684195,0.264847031,1.611654654,0.10703711,0.2222925
AAEL000609,1.961953034,0.536173359,1.136422353,0.471808177,0.637063713,0.781849835
AAEL000613,0,NA,NA,NA,NA,NA
AAEL000614,0,NA,NA,NA,NA,NA
AAEL000616,0,NA,NA,NA,NA,NA
AAEL000618,6.923209838,0.123854445,0.61072681,0.202798441,0.839292576,0.91080694
AAEL000622,364.5897235,0.220519583,0.208382503,1.058244237,0.289944108,0.465045645
AAEL000623,0,NA,NA,NA,NA,NA
AAEL000626,141.2056942,-3.213928726,0.288222767,-11.15084961,7.09E-29,1.94E-27
AAEL000628,0,NA,NA,NA,NA,NA
AAEL000629,9.643206295,1.352312017,0.546897691,2.472696521,0.013409796,0.040160916
AAEL000630,0,NA,NA,NA,NA,NA
AAEL000631,0,NA,NA,NA,NA,NA
AAEL000633,33.971522,4.573144386,0.505687387,9.043421884,1.52E-19,2.65E-18
AAEL000634,11.03736146,0.034912384,0.544969027,0.064063061,0.948920014,0.971734028
AAEL000635,50.6820146,0.653202342,0.279747812,2.334968543,0.019545064,0.055464781
AAEL000636,0.92649268,-1.225771633,1.801347487,-0.680474834,0.496203851,0.673858298
AAEL000637,0,NA,NA,NA,NA,NA
AAEL000641,1823.894283,-2.05117445,0.189158431,-10.84368503,2.14E-27,5.47E-26
AAEL000642,15.15189948,-2.396062821,0.598829117,-4.001246353,6.30E-05,0.000314597
AAEL000643,41.73175207,1.667851406,0.328397367,5.078759976,3.80E-07,2.64E-06
AAEL000644,0.20280127,-0.134405731,3.53381767,-0.038034144,0.969660459,NA
AAEL000645,7.922010227,-0.304059235,0.569803765,-0.533620966,0.5936038,0.749825917
AAEL000646,1.906690982,-4.39028083,1.517130061,-2.893806499,0.003806026,0.013303808
AAEL000647,1464.134726,-4.038500433,0.309060493,-13.06702254,5.08E-39,2.07E-37
AAEL000649,60.96688987,2.218141034,0.299127491,7.415370035,1.21E-13,1.45E-12
AAEL000650,0.626582976,0.351407248,2.044594723,0.171871347,0.863538673,NA
AAEL000651,160.1991039,-3.548020202,0.367587337,-9.652182874,4.81E-22,9.51E-21
AAEL000652,0,NA,NA,NA,NA,NA
AAEL000654,162.7164146,-2.621000029,0.211760019,-12.37721851,3.47E-35,1.27E-33
AAEL000656,87.26088312,-0.386496879,0.211718181,-1.825525219,0.067921809,0.155292445
AAEL000658,2.707338378,-2.943785092,1.307428665,-2.251583717,0.024348591,0.066898594
AAEL000659,12.57169992,-0.295721333,0.502121367,-0.588943933,0.555898885,0.720928334
AAEL000660,27.84835188,2.146678757,0.358361423,5.990261842,2.10E-09,1.81E-08
AAEL000661,2.603359548,0.512770843,0.922967533,0.555567585,0.578506496,0.73796662
AAEL000663,120.339403,1.36819171,0.194201988,7.04519929,1.85E-12,2.06E-11
AAEL000665,0,NA,NA,NA,NA,NA
AAEL000666,104.4081048,1.978071398,0.243208405,8.133236181,4.18E-16,5.96E-15
AAEL000667,2390.551029,-4.29271559,0.308542464,-13.91288424,5.29E-44,2.54E-42
AAEL000668,1.698645216,-2.211481936,1.4167076,-1.561000969,0.118523522,0.240373214
AAEL000669,0,NA,NA,NA,NA,NA
AAEL000670,139.3465686,0.262157663,0.294518197,0.890123822,0.373399403,0.557946225
AAEL000671,0,NA,NA,NA,NA,NA
AAEL000672,15.93685298,1.037134195,0.420363566,2.467231415,0.013616233,0.040665916
AAEL000673,56.05233053,0.234402866,0.214919316,1.090655183,0.275424638,0.44878496
AAEL000674,30.33150526,0.650787637,0.286650377,2.270318444,0.023188269,0.064089798
AAEL000677,68.59011635,-0.362430886,0.243315935,-1.489548501,0.136342992,0.266796541
AAEL000678,6.841498947,-5.261543047,1.342819633,-3.918279804,8.92E-05,0.00043552
AAEL000679,270.5256465,-0.032563764,0.20580019,-0.158230002,0.874275563,0.931001135
AAEL000682,102.3454636,-0.78405899,0.236907721,-3.309554396,0.000934446,0.003786715
AAEL000683,0,NA,NA,NA,NA,NA
AAEL000685,20.14265181,0.156823615,0.326983216,0.479607539,0.631506485,0.777711158
AAEL000686,0,NA,NA,NA,NA,NA
AAEL000687,169.5828109,-4.289572609,0.434288887,-9.877233198,5.23E-23,1.07E-21
AAEL000689,4.036520248,-3.56805327,1.176901821,-3.031734004,0.002431534,0.008925234
AAEL000690,0,NA,NA,NA,NA,NA
AAEL000692,14.73018647,0.208927544,0.519804174,0.401935103,0.687731787,0.816343759
AAEL000694,0,NA,NA,NA,NA,NA
AAEL000697,4.181980939,1.076317384,0.805079289,1.336908549,0.18125249,0.330153277
AAEL000698,0,NA,NA,NA,NA,NA
AAEL000699,6.800315547,-3.293124971,0.986290046,-3.338901152,0.000841105,0.003438471
AAEL000701,108.6504452,1.370875066,0.233389206,5.873772362,4.26E-09,3.59E-08
AAEL000703,35.21236991,-0.112411401,0.499382754,-0.225100688,0.821900946,0.90088169
AAEL000704,5.577270153,-2.363201253,0.848897913,-2.783846228,0.00537185,0.018102175
AAEL000705,4.502049456,-5.637338767,1.385226155,-4.069616176,4.71E-05,0.000240743
AAEL000706,79.82865326,-0.654320087,0.292493974,-2.237037832,0.025283868,0.069110478
AAEL000707,36.17148435,0.052488707,0.267555799,0.196178543,0.844470422,0.91384525
AAEL000708,55.12774591,-0.184500827,0.257023907,-0.717835276,0.47285886,0.653701026
AAEL000709,166.1252486,-1.435132683,0.342882489,-4.185494237,2.85E-05,0.000150498
AAEL000713,373.9614909,-1.647930211,0.175836128,-9.371965984,7.12E-21,1.32E-19
AAEL000714,12.00440597,1.423175567,0.445864072,3.19194942,0.001413161,0.005456779
AAEL000715,0,NA,NA,NA,NA,NA
AAEL000716,122.2866467,0.029594968,0.224379166,0.131897128,0.895065661,0.942572052
AAEL000717,4.341073325,2.980172638,0.846241379,3.5216579,0.000428857,0.001860329
AAEL000719,32.87764711,0.726715986,0.282607791,2.571464794,0.010126931,0.031470865
AAEL000720,15.07272997,0.432514598,0.409884096,1.055211952,0.291328399,0.466527328
AAEL000721,8.981409563,-0.764922281,0.576705755,-1.326364918,0.184718853,0.334716569
AAEL000722,37.16538113,1.018200989,0.357926635,2.844719809,0.00444505,0.015284061
AAEL000723,0.827508721,3.575096538,1.8140236,1.970810379,0.048745569,NA
AAEL000724,33.09002721,0.83561828,0.36578895,2.284427344,0.022346428,0.06213542
AAEL000725,0,NA,NA,NA,NA,NA
AAEL000726,0.127348768,-1.096190414,3.53381767,-0.310200049,0.756408833,NA
AAEL000729,103.3996359,3.34067607,0.325984307,10.24796594,1.21E-24,2.68E-23
AAEL000730,25.20512131,-0.111551304,0.306625438,-0.363803164,0.716005,0.834902137
AAEL000732,0.390827621,-2.088906571,3.531362909,-0.59152985,0.554165461,NA
AAEL000733,52.05583403,4.310083941,0.450584215,9.565545786,1.12E-21,2.17E-20
AAEL000735,13.81462266,-0.772194405,0.44803912,-1.723497726,0.084798556,0.185693674
AAEL000739,0.345238806,-0.615296459,3.216164155,-0.19131376,0.848279781,NA
AAEL000744,270.7495512,1.716326064,0.228682274,7.505286851,6.13E-14,7.47E-13
AAEL000746,302.9043841,0.409922761,0.215630528,1.901042324,0.057296469,0.135392674
AAEL000747,6.602775908,-1.367299058,0.64801815,-2.109970312,0.034860913,0.090304513
AAEL000748,0.390827621,-2.088906571,3.531362909,-0.59152985,0.554165461,NA
AAEL000749,0,NA,NA,NA,NA,NA
AAEL000750,15.36378989,-0.367038614,0.651562186,-0.563320927,0.573216371,0.734075297
AAEL000751,0,NA,NA,NA,NA,NA
AAEL000752,182.8017909,-1.239381396,0.171789049,-7.214554165,5.41E-13,6.22E-12
AAEL000753,811.6332493,1.19339395,0.267663074,4.458567747,8.25E-06,4.76E-05
AAEL000755,10.87353919,1.144949283,0.549429246,2.083888491,0.037170311,0.095377838
